Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,PSOC,ISCO,SOC
Machinist,Manufacturing                                                ,Manufacture of general purpose machinery,Not Higher Education,No,No,7223.0,7223,51-4199
Magician,"Arts, entertainment and recreation",Other amusement and recreation activities,Not Higher Education,No,No,2659.0,2659,27-2099
Mail and Document Clerk,Transportation and Storage,"Postal activities, Courier activities",Higher Education,No,Yes,4412.0,4412,43-9051
Maintenance Fitter,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,7233.0,7233,49-9081
Maintenance Line Worker,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,7413.0,7413,49-9051
Maintenance Technician,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,Yes,3115.0,3115,17-3029
Maintenance Technician (Construction),Construction,Building completion and finishing,Not Higher Education,No,No,7411.0,7411,47-2231
Management Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,2411.0,2411,13-2082
Management Information Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,3511.0,3511,43-9011
Mango Grower,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,6117.0,6112,45-2091
Mangosteen Grower,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Not Higher Education,No,No,6117.0,6112,45-2091
Manufacturing Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2141.0,2141,17-2112
Manufacturing Equipment Technician,Manufacturing                                                ,Installation of industrial machinery and equipment,Higher Education,No,Yes,3115.0,3115,17-3029
Marine Biology Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,2131.0,2131,19-1099
Marine Biology Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,3115.0,3115,17-3029
Marine Conservation Aide,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2131.0,2131,19-1099
Marine Data Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,3115.0,3115,17-3029
Marine Navigation and Port Operations Officer,Transportation and Storage,"Sea and coastal water transport, Inland water transport",Higher Education,No,No,3152.0,3152,53-5021
Market & Social Researcher,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2431.0,2431,27-3043 
Marketing Analyst (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,No,2431.0,2431,27-3043 
Marketing Coordinator,"Professional, Scientific and Technical Activities",Advertising,Not Higher Education,No,No,2431.0,2431,27-3043 
Marketing Professional (Manufacturing),Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,2431.0,2431,27-3043 
Marriage Counselor,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,2635.0,2635,21-1099
Mass Media Coordinator,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,Yes,2431.0,2431,27-3043 
Massage Therapist,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,3255.0,3255,31-9011 
Master Tagger,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,3142.0,3142,19-4011
Mat Weaver,Manufacturing                                                ,"Spinning, weaving and finishing of textiles",Not Higher Education,No,No,7318.0,7318,51-6041
Material Handlers,Manufacturing                                                ,Manufacture of other fabricated metal products; metal working service activities,Higher Education,No,No,9329.0,9329,53-7063
Material Inventory Assistants / Warehouse,Construction,Construction of buildings,Not Higher Education,No,No,4322.0,4322,43-5061 
Materials Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2149.0,2149,17-2199
Materials Laboratory Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,3111.0,3111,19-4099
Materials Testing Technician,"Professional, Scientific and Technical Activities",Technical Testing and Analysis,Higher Education,No,Yes,3119.0,3119,53-6041
Mathematics Instructor,Education,Higher education,Higher Education,No,No,2310.0,2310,25-1199
Mathematics Teacher,Education,"Primary/elementary education, Secondary/high school education",Higher Education,Yes,No,2330.0,2330,25-2031
Meat Processor,Manufacturing                                                ,Processing and preserving of meat,Not Higher Education,No,No,7511.0,7511,51-3091 
Mechanical Designer,Manufacturing                                                ,Manufacture of special purpose machinery,Higher Education,No,No,3115.0,3115,17-3029
Mechanical Draftsman,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,No,Yes,3118.0,3118,27-1013 
Mechatronics and Automation Technician,Manufacturing                                                ,Manufacture of general purpose machinery,Not Higher Education,No,No,7231.0,7231,49-3093
Mechatronics Engineer,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2144.0,2144,17-2141 
Media Arts Teaching Assistant,Education,Other education services,Higher Education,Yes,No,3521.0,3521,27-4099 
Media Planning Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,3521.0,3521,27-4099 
Media Production Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,3521.0,3521,27-4099 
Media Relations Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2432.0,2432,27-3031 
Medical Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3256.0,3256,31-9092
Medical Claims Associate,Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,4312.0,4312,43-9041 
Medical Claims Representative,Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,4312.0,4312,43-9041 
Medical Coding Specialist,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,3252.0,3252,29-2071 
Medical First Responder,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,2240.0,2240,29-1071
Medical Laboratory Aide,Human Health and Social Work Activities,Hospital activities,Higher Education,No,Yes,3212.0,3212,29-2012
Medical Laboratory Technologist,Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,3212.0,3212,29-2012
Medical Liaison,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,No,2269.0,2269,29-9092 
Medical Provider and Membership Relations Officer,Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,3339.0,3339,41-9099 
Medical Records Technician,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3252.0,3252,29-2071 
Medical Secretary,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3344.0,3344,43-6013
Medical Transcriptionist,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,3344.0,3344,43-6013
Mental Health Program Officer,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3412.0,3412,21-1093
Messman,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,9412.0,9412,35-9099 
Metadata Specialist,Information and Communication,Other information service activities,Higher Education,No,No,2124.0,2120,19-3022
Metallurgical Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3117.0,3117,19-4041
Microbiology Lab Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,2131.0,2131,19-1099
Microfinance Loan Officer,Financial and Insurance Activities,Monetary intermediation,Not Higher Education,No,No,3312.0,3312,13-2072 
Millwright,Construction,Construction of buildings,Higher Education,No,No,7233.0,7233,49-9081
Mine Safety Engineer,Mining and Quarrying,Mining of Metal Ores,Higher Education,Yes,No,2149.0,2149,17-2199
Ministry Program Assistant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,Yes,4111.0,,43-406
MIS Technical Support (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,3512.0,3512,15-1151 
Mobile Air-Conditioning (MAC) Technician,"Electricity, Gas, Steam and Air Conditioning Supply",Airconditioning and Refrigeration,Not Higher Education,No,No,7127.0,7127,49-9021 
Mobile Phones And Handheld Gadgets Technician,Manufacturing                                                ,Manufacture of consumer electronics,Not Higher Education,No,No,3114.0,3114,17-3023
Mobile Robotics System Technician,Manufacturing                                                ,Manufacture of general purpose machinery,Not Higher Education,No,No,3119.0,3119,53-6041
Mold Maker,Manufacturing                                                ,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,7211.0,7211,51-4072 
Motion Graphics Artist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,2651.0,2651,27-1013
Motorcycle/Small Engine Mechanic,Manufacturing                                                ,Manufacture of motor vehicles,Not Higher Education,No,No,7231.0,7231,49-3093
Motor-Grader Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8342.0,8342,53-7032
Multilateral Affairs Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2422.0,2422,13-1199
Multimedia Designer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2166.0,2166,27-1024
Multimedia Journalist,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,No,2642.0,2642,27-3041 
Municipal Fisherman,"Agriculture, Forestry, and Fishing",Fishing,Not Higher Education,No,No,6221.0,6221 p,45-3031
Municipal Services Clerk,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,Yes,4110.0,4110,43-9061 
Museum Curator,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,2621.0,2621,25-4012
Museum Guide,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,5113.0,5113,39-7012
Museum Program Assistant,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,3433.0,3433,27-1012 
Museum Researcher,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,No,2621.0,2621,25-4012
Museum Technician,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Higher Education,No,Yes,3433.0,3433,27-1012 
Museums / Zoos / Aquariums Personnel,"Arts, Entertainment and Recreation",Other amusement and recreation activities,Not Higher Education,No,No,3433.0,3433,27-1012 
Music Arranger Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,2652.0,2652,27-2042
Music Production Assistant,Information and Communication,Sound recording and music publishing activities,Higher Education,No,Yes,3521.0,3521,27-4099 
Music Teacher (Choral Director),Education,Other education services,Higher Education,Yes,No,2354.0,2354,25-3021
Nail Technician,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,5142.0,5142,39-5094
Natural Resource Planner,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2133.0,2133,19-2041 
Natural Resources Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3115.0,3115,17-3029
Network Cabling Technician,Manufacturing                                                ,Manufacture of communication equipment,Not Higher Education,No,Yes,3513.0,3513,15-1152 
Network Operations Technician,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,3513.0,3513,15-1152 
News Production Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,3521.0,3521,27-4099 
News Reporter,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,No,2642.0,2642,27-3041 
Newsroom Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,5221.0,5221,11-1021
Nurse Anaesthetist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2221.0,2221,29-1171 
Nursery Teacher,Education,Pre-primary/pre-school education,Higher Education,Yes,No,2342.0,2342,25-2012
Nursing Attendant,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,5321.0,5321,31-1014 
Nutrition Program Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,2265.0,2265,29-1031
Nutritional Product Developer,Manufacturing                                                ,Manufacture of other food products,Higher Education,Yes,No,2265.0,2265,29-1031
Occupational Therapy Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3259.0,3259,31-9099
Off-Highway Dump Truck (Rigid) Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8332.0,8332,53-3032
Office Receptionist,Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,4226.0,4226,43-4171
Oil and Gas Field Technician,Mining and Quarrying,"Extraction of crude petroleum, Extraction of natural gas",Higher Education,No,Yes,3116.0,3116,17-3029
Oil Palm Farmer,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,6117.0,6112,45-2091
Online Store Executive Assistant,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail Sale via Mail Order Houses or via Internet,Higher Education,No,Yes,5222.0,5222,41-1011
Operating Theatre Nurse,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2221.0,2221,29-1171 
Operations Assistant,Administrative and Support Service Activities,Office administrative and support activities,Higher Education,No,Yes,3343.0,3343,43-6011
Operations Support Analyst,"Professional, Scientific and Technical Activities",Management consultancy activities,Higher Education,No,No,2121.0,2120,19-3022
Optician,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,2267.0,2267,29-1041
Orchestra Violinist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042
Organic Vegetable Farmer,"Agriculture, Forestry, and Fishing",Plant propagation,Not Higher Education,No,No,6130.0,6130,45-2091
Organizational Development Specialist (OD),Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,2423.0,2423,21-1012 
Orthopaedic Physical Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2264.0,2264,29-1128
Orthotic Technician,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,3214.0,3214,51-9082 
Orthotic/Prosthetic Technician,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3214.0,3214,51-9082 
Packagers,"Agriculture, Forestry, and Fishing",Post-harvest crop activities or packaging food products,Not Higher Education,No,No,9321.0,9321,53-7064
Painter,Construction,Building completion and finishing,Not Higher Education,No,No,7131.0,7131,47-2142
Painting Restorer,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Not Higher Education,No,No,2651.0,2651,27-1013
Pantry Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,9412.0,9412,35-9099 
Paper Mache Maker,Manufacturing                                                ,Manufacture of paper and paper products,Not Higher Education,No,No,8143.0,8143,51-9196 
Park and Garden Rangers,Administrative and Support Service Activities,Landscape care and maintenance service activities,Not Higher Education,No,No,6211.0,6210 p,33-9099
Park Sweeper,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,9613.0,9613,37-3019
Parking Valet,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,9629.0,9629,53-6021
Passenger Bus Driver,Transportation and Storage,Transport via buses,Not Higher Education,No,No,8331.0,8331,53-4041
Passenger Services Agent,Transportation and Storage,"Passenger air transport, Freight air transport",Higher Education,No,No,4221.0,4221,43-4181
Pastoral Support Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3412.0,3412,21-1093
Pastry Baker,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Not Higher Education,No,No,7512.0,7512,51-3011
Pathology Lab Assistant,Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,3212.0,3212,29-2012
Patient Care Assistant,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,5321.0,5321,31-1014 
Patient Service Associate,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,4226.0,4226,43-4171
Paver Operator,Construction,Construction of roads and railways,Not Higher Education,No,No,7112.0,7112,49-9045
Payroll Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,2411.0,2411,13-2082
Payroll Clerk,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,4312.0,4312,43-9041 
Performance and Rewards Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,4416.0,4416,43-4161 
Performance Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,3314.0,3314,43-9111
Performance Specialist,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,4416.0,4416,43-4161 
Personal Care Aide,Human Health and Social Work Activities,"Other residential care activities, n.e.c.",Not Higher Education,No,No,5321.0,5321,31-1014 
Pest Management Assistant,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,No,Yes,3142.0,3142,19-4011
Pest-Control Technician,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,3142.0,3142,19-4011
Pharmaceutical Laboratory Analyst,Human Health and Social Work Activities,Other human health activities,Higher Education,Yes,No,3213.0,3213,29-2052
Pharmaceutical Machine Operator,Manufacturing                                                ,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",Not Higher Education,No,No,8131.0,8131,51-9195 
Pharmacy Assistant,Human Health and Social Work Activities,Other human health activities,Not Higher Education,No,No,3213.0,3213,29-2052
Philosophy Academic Content Writer,Education,Other Education,Higher Education,No,No,2641.0,2641,27-3043
Philosophy and Ethics Instructor,Education,Higher education,Higher Education,No,No,2310.0,2310,25-1199
Photo Editing Assistant,Information and Communication,"Motion picture, video and television programme activities",Higher Education,No,Yes,8132.0,8132,51-9151
Photographer,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Not Higher Education,No,No,3431.0,3431,27-4021
Physics Lab Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,3111.0,3111,19-4099
Piano Accompanist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042
Picture Restorer,"Arts, Entertainment and Recreation","Libraries, archives, museums and other cultural activities",Not Higher Education,No,No,2651.0,2651,27-1013
Pili Processor,Manufacturing                                                ,Processing and preserving of fruits and vegetables,Not Higher Education,No,No,6117.0,6112,45-2091
Pipe Welder (SAW),Construction,Other specialized construction activities,Not Higher Education,No,No,7212.0,7212,51-4122 
Pipefitter,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,7126.0,7126,47-2152
Planetarium Assistant,Education,Educational support services,Higher Education,No,Yes,3119.0,3119,53-6041
Plant Maintenance Mechanic,"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution, Manufacture of gas; distribution of gaseous fuels through mains",Not Higher Education,No,No,7233.0,7233,49-9081
Plant Process Operator,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,Yes,3134.0,3134,53-7072
Plant Propagator,"Agriculture, Forestry, and Fishing",Plant propagation,Not Higher Education,No,No,6118.0,6113,45-2091
Plant Tissue Culture Laboratory Technician,"Agriculture, Forestry, and Fishing",Plant propagation,Not Higher Education,No,No,3141.0,3141,19-4091
Plate Welder (FCAW),Construction,Other specialized construction activities,Not Higher Education,No,No,7212.0,7212,51-4122 
Plate Welder (GMAW),Construction,Other specialized construction activities,Not Higher Education,No,No,7212.0,7212,51-4122 
Plumber,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,7126.0,7126,47-2152
Police Officer,Public Administration and Defense; Compulsory Social Security,Public administration and defense; compulsory social security,Higher Education,No,No,5412.0,5412,33-3052
Policy Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,Yes,2422.0,2422,13-1199
Policy Support Officer – Islamic Affairs,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,No,2421.0,2421,13-1111
Political Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,Yes,2633.0,2633,19-3099
Political Risk Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2633.0,2633,19-3099
Pollution Control Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,2133.0,2133,19-2041 
Pollution Control Officer (Manufacturing),Manufacturing                                                ,Manufacture of basic chemicals,Higher Education,No,No,2263.0,2263,29-9011 
Pollution Control Technician,"Water Supply; Sewerage, Waste Management and Remediation     ",Sewerage                                                                    ,Higher Education,No,Yes,2143.0,2143,17-2081
Pool Lifeguards,Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,5419.0,5419,43-5031
Population Data Scientist,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2124.0,2120,19-3022
Port Operations Assistant,Transportation and Storage,"Sea and coastal water transport, Inland water transport",Higher Education,No,Yes,4321.0,4321,43-5111
Post-Harvest Workers,"Agriculture, Forestry, and Fishing",Post-harvest crop activities,Not Higher Education,No,No,9211.0,9211,45-2099
Postproduction Assistant,Information and Communication,"Motion picture, video and television programme activities",Not Higher Education,No,No,2654.0,2654,27-4032 
Poultry Farmer,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,6124.0,6122 p,45-2093
Poultry Processing Specialist,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,3142.0,3142,19-4011
Preschool Teacher,Education,Pre-primary education,Higher Education,Yes,No,2342.0,2342,25-2012
Preschool Teaching Aide,Education,Pre-primary education,Higher Education,No,Yes,5312.0,5312,25-9041 
Press Worker,Manufacturing                                                ,Printing and service activities related to printing,Not Higher Education,No,No,7322.0,7322,51-5112
Presser (Hand or Machine),Accommodation and Food Service Activities,Short term accommodation activities,Not Higher Education,No,No,8157.0,8157,51-6011
Process Chemistry Technician,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,Yes,No,3133.0,3133,51-8091
Process Design Engineer (Licensed),Manufacturing                                                ,Manufacture of general purpose machinery,Higher Education,Yes,No,2145.0,2145,17-2041
Process Improvement Analyst,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,2519.0,2519,15-1199
Process Inspector,Manufacturing                                                ,Manufacture of general purpose machinery,Not Higher Education,No,No,7543.0,7543,51-9061 
Process Instrumentation Technician,Manufacturing                                                ,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",Higher Education,No,Yes,2152.0,2152,17-2072 
Processing Staff/Worker,"Agriculture, Forestry, and Fishing",Post-harvest crop activities,Not Higher Education,No,No,8160.0,8160,51-9193
Procurement Associate,Real Estate Activities,Real Estate Activities on a Fee or Contract Basis,Higher Education,Yes,No,3323.0,3323,13-1023
Procurement Staff (Construction),Construction,Construction of buildings,Higher Education,Yes,No,3323.0,3323,13-1023
Product Development Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3111.0,3111,19-4099
Product Quality Inspector,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,7543.0,7543,51-9061 
Production Machine Operator,Manufacturing                                                ,Manufacture of general purpose machinery,Not Higher Education,No,No,8219.0,8219,51-2099
Production Plant Assistant,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,Yes,7412.0,7412,49-9097
Production Scheduling Analyst,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,2141.0,2141,17-2112
Professional Driver,Transportation and Storage,Other land transport,Not Higher Education,No,No,8322.0,8322 p,53-3053
Professional Photographer,"Arts, entertainment and recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,3431.0,3431,27-4021
Program Development Officer,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2424.0,2424,13-1151 
Program Evaluation Specialist,Public Administration and Defense; Compulsory Social Security,Public Administration,Higher Education,No,No,2512.0,2512,15-1133
Program Production Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,3512.0,3512,15-1151 
Program Support Officer – Faith Initiatives,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,No,3412.0,3412,21-1093
Program Support Staff,Public Administration and Defense; Compulsory Social Security,Administration of the State and the economic and social policy of the community,Higher Education,No,No,5311.0,5311,39-9011
Programmable Logic Controller - Electrical (Manufacturing),Manufacturing                                                ,Manufacture of other electrical equipment,Higher Education,No,No,3113.0,3113,17-3024
Programmable Logic Controller - Programming (Manufacturing),Manufacturing                                                ,Manufacture of computers and peripheral equipment and accessories,Higher Education,No,No,3512.0,3512,15-1151 
Programmable Logic Controller Specialist / Technician (Manufacturing),Manufacturing                                                ,Manufacture of other electrical equipment,Higher Education,No,Yes,3114.0,3114,17-3023
Programmer (Manufacturing),Manufacturing                                                ,Manufacture of computers and peripheral equipment and accessories,Higher Education,No,No,2512.0,2512,15-1133
Project Assistant (Cooperatives),Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,3343.0,3343,43-6011
Project Supervisors,Construction,Construction of buildings,Higher Education,Yes,No,3123.0,3123,47-1011
Project Support Officer,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2421.0,2421,13-1111
Project Support Officer (Community),Public Administration and Defense; Compulsory Social Security,Other Executive Offices,Higher Education,No,No,3412.0,3412,21-1093
Prosthetic Technician,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,3214.0,3214,51-9082 
Protocol Officer,Public Administration and Defense; Compulsory Social Security,Foreign affairs,Higher Education,No,No,5414.0,5414,33-9093 
Public Administration Aide,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,Yes,3343.0,3343,43-6011
Public Attendant / Public Area Cleaner,Administrative and Support Service Activities,Cleaning activities,Not Higher Education,No,No,9613.0,9613,37-3019
Public Health Research Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3256.0,3256,31-9092
Public Policy Officer,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,No,2422.0,2422,13-1199
Publishing Coordinator,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,Yes,2166.0,2166,27-1024
Purchasing and Supply Logistics Clerks (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,No,4322.0,4322,43-5061 
Purchasing Officer (Tourism),Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,No,3323.0,3323,13-1023
PV System Designer,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,2151.0,2151,17-2071
PV Systems Installation Technician,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,3113.0,3113,17-3024
Pyrotechnician,"Arts, entertainment and recreation",Other amusement and recreation activities,Not Higher Education,No,No,7542.0,7542,47-5031
QA/QA Test Engineer Associate,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,2512.0,2512,15-1133
Quality Auditor,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,3119.0,3119,53-6041
Quality Control Chemist,Manufacturing                                                ,Manufacture of basic chemicals,Higher Education,Yes,No,2113.0,2113,19-2032
Quality Control Supervisors / Engineers (Construction),Construction,Construction of buildings,Higher Education,Yes,No,3119.0,3119,53-6041
Quality Controller,"Agriculture, Forestry, and Fishing",Post-harvest crop activities,Higher Education,No,No,3119.0,3119,53-6041
Quality Improvement Analyst,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,2519.0,2519,15-1199
