Provider Name,Class Name,Region Name,Province Name,City Name,Address,focal,phone,e mail,Qualification,Trainer Count,Enrolled,Graduates
TECHVOC SKILLS INC.,TVIs,National Capital Region (NCR),City of Manila,"Sampaloc, City of Manila","1789 Dimasalang Street, Sta. Cruz, Manila",Melody S. Cruz,712-2381/ 247-7651,techvoc_skills.incorporated@yahoo.com,Hilot (Wellness Massage) NC II,3,366,359
(S.J.B.) SAINT JOHN BOSCO I.A.S. INC. - (Pasig Branch),TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"2nd Floor, St. John Bosco Bldg., Pasig Bldg., cor. Dr. Sixto Antonio Ave., Caniogan, Pasig City",Marilyn D. Barcelona,470-8800 / 6424190,sjbosco1996@yahoo.com,Housekeeping NC II,1,56,53
"ASIAN CAREGIVING AND TECHNOLOGY EDUCATION CENTERS, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"419 D & I Building EDSA Avenue, Barangay 86 Caloocan City",Jonas Jay D. Lorenzo,8366-3975,actecschool.caloocan@gmail.com,Housekeeping NC II,1,7,0
"ASIAN CAREGIVING AND TECHNOLOGY EDUCATION CENTERS, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"A & A Bldg., 120 P. Jacinto cor. Boni Serrano St. Calaanan East, Caloocan City",Jonas Jay D. Lorenzo ,366-3975/ 367-8233/ 366-9282,actecschool.caloocan@gmail.com,Housekeeping NC II,0,0,0
"ASIANTOUCH INTERNATIONAL TRAINING INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"No. 14 N. Roxas St., San Roque, Marikina City",PRINCES A. PAMPLONA,961-7772 / 995-0996,asiantouchmarikina@gmail.com,Housekeeping NC II,2,121,127
B AND B ACADEMY FOR SKILLS TRAINING AND ASSESSMENT INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"B85 L3 P2C3 KC33 St., Karangalan Village, Manggahan, Pasig City",LALAINE J. BRINGUELO ,956-8640/0956-432-9868,mlbtraveltours@gmail.com,Housekeeping NC II,2,164,108
BCL SKILLS DEVELOPMENT CORP.,TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"34 Gov. Pascual Avenue, Acacia, Malabon City",OFELIA L. CALPITO,9566373487,bcl.malabon+training@gmail.com,Housekeeping NC II,2,47,119
Bernardo College,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"Bernardo College Compound, Pulanglupa I, Las Piñas City",Maria Jesusan- Bernardo Guinto,873-3330,bernardocollege@yahoo.com,Housekeeping NC II,0,0,45
"BOWLINE TRAINING & ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"No. 9 Martilyete St., Midtwon Subd., San Roque, Marikina City",DANILO BLASITO A. FERNANDEZ,682-0165/645-0444,bowline.center2007@gmail.com,Housekeeping NC II,2,324,248
BRILLIANT MINDS REVIEW AND TRAINING SCHOOL CORP.,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"Units 2113 – 2114 2nd Floor VV. Soliven Bldg.,  EDSA – Greenhills, San Juan City",MA. CHRISTINA LOURDES P. SOLIVEN,966-5142,brilliantmindstrainingcenter@gmail.com,Housekeeping NC II,1,47,45
"CANADIAN TOURISM AND HOSPITALITY INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"2/F Paragon Plaza, EDSA corner Reliance St., Mandaluyong City",JENNIFER AYAP,451-1657 / 5847343,cthitraining@gmail.com,Housekeeping NC II,1,178,215
"CAPT. WILIJADO P. ABUID FOUNDATION, INC.",TVIs,National Capital Region (NCR),PASMAK,Pasay City,"2nd and 3rd Floor, AIMS Campus, Arnaiz St. Corner Roxas Blvd. Barangay 13, Pasay City",DR. ARLENE ABUID-PADERANGA,8831-1525/0928-483-7486,capt.wpaf@yahoo.com,Housekeeping NC II,2,96,45
"CENTRAL INSTITUTE OF TECHNOLOGY OF QUEZON CITY, INC. ",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"2nd Floor Our Home Bldg., 114 Malakas St. Diliman, Quezon City",Cecilio B. Pingkian ,(02) 925-2554  435-7010,cit_2013@yahoo.com,Housekeeping NC II,2,133,96
CIRCLE TEST TRAINING AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),City of Manila,"Santa Ana, City of Manila","2648 Dian Street, Brgy. 757, Zone 82, District 5, Malate, Sta. Ana, Manila",JESSIE C. DANAO,(02) 7-005-8968,circletest0614@gmail.com,Housekeeping NC II,1,25,25
CLEAR VOCATION INSTITUTE FOR SKILLS TRAINING & ASSESSMENT CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"2nd Floor Primark Town Center, G. Araneta Avenue cor. Quezon Avenue, Quezon City",FRANCO LINO V. CLARIDAD,8545-4984 / 0948-619362,qc.clearvoctvimis@gmail.com,Housekeeping NC II,2,96,53
"CORINTH GLOBAL JAPANESE LANGUAGE AND CULTURE SKILLS TRAINING AND ASSESSMENT CENTER, INCORPORATED (FORMERLY: CORINTH GLOBAL JAPANESE LANGUAGE AND SKILLS TRAINING CENTER INC.)",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"No. 6586 Dahlia St., San Dionisio, Gatchalian 1, Parañaque City",Deborah Z. Daquis,822-9120,cgjst@yahoo.com.ph,Housekeeping NC II,0,0,25
DON BOSCO YOUTH CENTER-TONDO INC. ,TVIs,National Capital Region (NCR),City of Manila,"Tondo I/II, City of Manila","Bo. Magsaysay, Tondo, Manila","Fr. Gaudencio T. Carandang Jr., SDB",254-56-59/251-52-60,,Housekeeping NC II,2,137,210
"EMMAUS CHRISTIAN SCHOOLS, INCORPORATED",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"No. 309 M.H. del Pilar Road, Malanday Valenzuela City",Francesca Kitchie F. Espanto,443-4048/931-4227/426-5211,tvioffice@emmauschristianschool.net,Housekeeping NC II,2,53,53
FPTI-PUNLAAN SCHOOL,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"No. 173 M. Paterno St., San Juan City",Maria Theresa E. Nabatar,727-0581 to 82 / 722-5671,reg@punlaanschool.edu.ph,Housekeeping NC II,1,76,126
"GO TEC INTERNATIONAL BUSINESS SCHOOL, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"Lot-16, Blk-5 Saint Paul St., Lopez Village, Sucat, Parañaque City",ANGELITA O. GATUS,(02) 73416854,gotecbrsr@gmail.com,Housekeeping NC II,1,12,0
"GOD BEARER INSTITUTE TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"AJBEL Bldg., 9127 San Antonio Valley Avenue, Brgy. SAV-1, Sucat, Parañaque City",Glendon C. Gloria,551-2408,godbearerinstitute@gmail.com,Housekeeping NC II,1,43,43
"Infotech Institute of Arts and Sciences, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"CAP Bldg., Dr. A. Santos Ave., Sucat, Parañaque City",Alan F. Boribor,825-6531/470-7793,infotechcollege_2017@yahoo.com,Housekeeping NC II,0,0,37
"INTERNATIONAL TRAINING CENTER AND HOSPITALITY INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"Unit 02, 2/F Elena Roces Building, No. 7 Pioneer St., Mandaluyong City",Mr. Ulysses D. Campos,634-8244 / 634-3300 or 0927-418-7015,info@itchi-asia.com,Housekeeping NC II,0,0,47
"LTC TRAINING, ASSESSMENT AND MULTI SERVICES, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"Light Tower Center II, 2nd Floor, 5441 Curie St., Barangay Palanan, Makati City",LOREN LARKSPUR T. CASTIGADOR,7254-0275 / 0995-980-8051,ltc.tamsi@gmail.com,Housekeeping NC II,2,52,101
"MAGSAYSAY CENTER FOR HOSPITALITY AND CULINARY ARTS, INC.",TVIs,National Capital Region (NCR),City of Manila,"Ermita, City of Manila","3rd Floor Times Plaza Building, United Nations cor. Taft Ave., Ermita, Manila",PAOLO SANTINO A. GUEVARA,524-9996 loc.308/523-8538,jewel.evangelista@mihca.edu.ph,Housekeeping NC II,3,174,236
"MAGSAYSAY CENTER FOR HOSPITALITY AND CULINARY ARTS, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"G/F and 2/F Commercial Space Pioneer, Woodlands Tower 1 and 2, EDSA corner Pioneer St., Mandaluyong City",PAOLO SANTINO A. GUEVARA ,721-1540,warly.pacol@mihca.edu.ph,Housekeeping NC II,1,40,65
"Marymount Academy of Parañaque (MAPI), Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"J. Villaroman St. Classic Homes, B.F. Homes, Parañaque City",Joy Myra S. Tambunting,807-5171/75,tesda@marymountacademy.edu.ph,Housekeeping NC II,1,83,179
MILLENNIUM PROPERTIES AND BROKERAGE INCORPORATED - ASTORIA CULINARY & HOSPITALITY INSTITUTE,TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"No. 22 Gen. Araneta and Lukban Streets, Barangay San Antonio, Pasig City",FELIMON J. REGALADO JR. ,788-1847,training@astoriaplaza.com,Housekeeping NC II,1,67,36
"MOVERS INTERNATIONAL SCHOOL, INC.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Las Piñas City,"481 Real St., Alabang-Zapote Road, Almanza Uno, Las Piñas City",MA. VERONICA S. ESTOR,632 72577896 / 09178781978,moversint.tesda@gmail.com,Housekeeping NC II,0,0,66
OUR LADY OF LOURDES COLLEGE OF NOVALICHES (OLLCN) INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"No. 9 Nightingale St. and No. 14 Woodpecker St., Zabarte Subdivision, Novaliches, Quezon City","Ma. Lourdes L. Ocampo, Ed. D",(02) 939-6829,office@ollcn.ph.education,Housekeeping NC II,1,44,40
OVERSEAS ACADEMY SKILLS & ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),PASMAK,Makati City,"2078 Edison St. Brgy San Isidro, Makati City",Esperanza H. Pascual,815-7051/463-8911,overseasacademyskills@yahoo.com,Housekeeping NC II,2,52,41
PARAÑAQUE CITY COLLEGE,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"Kabihasnan, cor. Coastal Road, Brgy. San Dionisio, Parañaque City","ALEJANDRO D. MAGNAYE, DBM",962-6958,mpltp.pcc.tvimis@gmail.com,Housekeeping NC II,1,50,83
PHILIPPINE SEAFARERS TRAINING CENTER,TVIs,National Capital Region (NCR),City of Manila,"Quiapo, City of Manila","938 Arlegui Street cor. Aguila Streets, Quiapo, Manila",ELISA ABUID CAYAB,734-8897/ 734-1651/ 734-8898,pstc_25anniv@yahoo.com,Housekeeping NC II,1,29,28
PRO-TECH SKILLS DEVELOPMENT CENTER CORPORATION,TVIs,National Capital Region (NCR),PASMAK,Makati City,"6488 P. Medina St., Pio Del Pilar, Makati City",JOSE LORENZO E. BEECH,(02) 526-4838,Joelo@pro-techcorp.com,Housekeeping NC II,1,25,23
PSAA INTERNATIONAL ACADEMY INC.,TVIs,National Capital Region (NCR),City of Manila,"Pandacan, City of Manila","1745 Abdon St., Brgy. 843, Pandacan, Manila",Riza D. Sorima-Matias,563-8105,psaamlatvet2011@gmail.com,Housekeeping NC II,1,54,56
RCTI TRAINING AND ASSESSMENT CORP.,TVIs,National Capital Region (NCR),City of Manila,"Ermita, City of Manila","402 Bel-Air Apartment 4/F, 1020 Roxas Blvd., Ermita, Manila",Ricky M. Purificacion,523-7652,rcticorp@yahoo.com,Housekeeping NC II,1,24,0
RIDGE TECHNICAL SCHOOL AND DEVELOPMENT CORP.,TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,#0176 9th East Avenue Barangay 104 Grace Park Caloocan City,RAQUEL F. FORMENTO,912-8781/382-6284,cmnv.ridge.t2mis@gmail.com,Housekeeping NC II,1,50,44
"RIGHT FOCUS TRAINING CENTER, INC.",TVIs,National Capital Region (NCR),City of Manila,"Santa Cruz, City of Manila","RFTC Bldg., 1400 Pampanga Street, Sta. Cruz, Manila",ROSALINDA O. FERNANDEZ,02-75013324/ 02-77291903/ 0995-3920549,rightfocus.diploma@gmail.com,Housekeeping NC II,1,109,106
"SKILLS FOR ENTREPRENEURSHIP, EMPLOYMENT AND DEVELOPMENT CENTER CORP.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Unit 339 Landcom Ville II, Mindanao Avenue, Tandang Sora, Quezon City",Merlyn L. Pinili,506-6861,seed_tcc@yahoo.com,Housekeeping NC II,2,102,100
"SLDM COLLEGES OF QUEZON CITY, INC. ",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"B1 L1 Salvador Ave. cor., Quirino Highway, Jordan Plains Subd., Quezon City ",MELODY B. DIGAO,292-6536,sldmcollegesofqc2014@gmail.com,Housekeeping NC II,1,49,49
SMI INSTITUTE INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,Unit 3- A 3rd Flr Wardley Bldg. 1991 San Juan St. Pasay City,CRISTINA J. APLASCA,2474130,smiacademicenter@gmail.com,Housekeeping NC II,1,78,131
SOCIO INTER SKILLS TRAINING ACADEMY (SISTA) INC.,TVIs,National Capital Region (NCR),PASMAK,Makati City,"185B, J.P. Rizal St., Barangay Tejeros, Makati City",RIDGIE S. ORINA,0917-864-5551,sociointerskillstvi@gmail.com,Housekeeping NC II,1,201,138
"ST. CATHERINE INSTITUTE OF TECHNOLOGY, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"No. 425 Blas St., Hulong Duhat, Malabon City",RUTH M. CUNTAPAY,"8713-6741, 8352-0859, 8736-7278, 09185292561",stcatherineinstituteoftechnology@yahoo.com,Housekeeping NC II,0,0,60
"ST. MICHAEL CAREER FOCUSED ENHANCEMENT, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"3/F, Maria Compound Bldg., 14 Nicanor Roxas St., Brgy. San Roque, Marikina City",AMANDA BIANCA DIAZ DE RIVERA RODRIGUEZ,961-7772,stmichaelcareer.focused@gmail.com,Housekeeping NC II,1,150,229
TAGUIG MANPOWER TRAINING AND ASSESSMENT CENTER (TMTC),LGU,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Col. Ballecer St., Brgy. Central Signal Village, Taguig City",Evangeline F. Sabater,9297015428,manpowertmtc@gmail.com,Housekeeping NC II,2,72,69
TESDA Women's Center,TTI (School),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"TESDA Bldg. 2, Gate 1, TESDA Complex, East Service Road South Luzon Expressway (SLEX), Taguig City",MYLENE H. SOMERA,8172650,twc@tesda.gov.ph,Housekeeping NC II,1,132,144
UNITED INTERNATIONAL MARITIME TRAINING AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,4th Floor Sea Tower Bldg. 2332 Roxas Blvd. cor. Arnaiz St. Pasay City,Wilhermino S. Maniego,8230918,uimtac_inc@yahoo.com.ph,Housekeeping NC II,3,71,46
"UNO CAREGIVER AND DOMESTIC MNGT TRAINING, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"No. 1587 Paradiso Centre, Copernico Street, Brgy. San Isidro, Makati City",MARY GRACE ROSALIA GULAN,843-5918/844-3231,uno_training@yahoo.com,Housekeeping NC II,4,179,153
"UNO CAREGIVER AND DOMESTIC MNGT TRAINING, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"No. 1587 Paradiso Centre, Copernico Street, Brgy. San Isidro, Makati City",MARY GRACE ROSALIA GULAN,843-5918/844-3231,uno_training@yahoo.com,Housekeeping NC III,0,0,116
"United Christian Academy College of Asia, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"17 Highlight St., Area 4 Fourth Estate Subd., Sucat, Parañaque City",Rev. Dr. James C. Sy,820-7764,ucaphil_college@yahoo.com,Illustration NC II,1,25,0
MECHATRONICS TECHNOLOGIES CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"699 Tandang Sora Avenue, Old Balara, Quezon City","Gamaliel F. Itao, PEE, M. Entr.",928-3307 / 937-6236,qc.mtctvimis@gmail.com,Instrumentation and Control Servicing NC II,1,25,0
METROLOGYX TRAINING & ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,"4/F Inocencio Bldg., 98 Sen. Gil Puyat Ave., Brgy. 009, Pasay City",Teodoro Jose D. Punzalan,7362204,manila.metrologyx@gmail.com,Instrumentation and Control Servicing NC II,2,33,30
"MFI POLYTECHNIC INSTITUTE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"MFI Bldg., Ortigas Ave., Pasig City",NOEL M. DUMAGUIT,632-0756 to 67/ 631-1294/631-3838,pasig@mfi.edu.ph,Instrumentation and Control Servicing NC II,0,0,14
"DON BOSCO TECHNICAL COLLEGE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"Gen. Kalentong St, Mandaluyong City","FR. RONILO A. JAVINES, SDB",531-8081 to 85 / 531-6644,dbmanda@one-bosco.org,Machining NC II,1,50,0
DON BOSCO YOUTH CENTER-TONDO INC. ,TVIs,National Capital Region (NCR),City of Manila,"Tondo I/II, City of Manila","Bo. Magsaysay, Tondo, Manila","Fr. Gaudencio T. Carandang Jr., SDB",254-56-59/251-52-60,,Machining NC II,1,118,110
MUNTIPARLASTAPAT DISTRICT TRAINING AND ASSESSMENT CENTER,TTI (PTC),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Bldg. 9, (formerly Pinoy Bayanihan Project) TESDA Complex, East Service Road, South Luzon Expressway, Taguig City",MARLON A. FELIX,8-886-5306,mdtac@tesda.gov.ph,Masonry NC I,2,81,67
"D.M. Consunji Technical Training Center, Inc.",TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"DMCI Compound, C-5 Rd., Brgy. Ususan, Taguig City ",Marlon T. Tadeo,570-6419/20,LAUGNTADEO@YAHOO.COM,Masonry NC II,1,45,40
"DON BOSCO TECHNICAL COLLEGE, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"Gen. Kalentong St, Mandaluyong City","FR. RONILO A. JAVINES, SDB",531-8081 to 85 / 531-6644,dbmanda@one-bosco.org,Mechatronics Servicing NC II,1,20,16
MECHATRONICS TECHNOLOGIES CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"699 Tandang Sora Avenue, Old Balara, Quezon City","Gamaliel F. Itao, PEE, M. Entr.",928-3307 / 937-6236,qc.mtctvimis@gmail.com,Mechatronics Servicing NC II,3,525,445
METROLOGYX TRAINING & ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,"4/F Inocencio Bldg., 98 Sen. Gil Puyat Ave., Brgy. 009, Pasay City",Teodoro Jose D. Punzalan,7362204,manila.metrologyx@gmail.com,Mechatronics Servicing NC II,3,65,63
"MFI Polytechnic Institute, Inc. (Formerly: MFI Foundation, Inc.)",TVIs,National Capital Region (NCR),PASMAK,Pasay City,"MFI Pasay Campus, 2240 MFI Bldg., Taft Avenue, Brgy. 058, Pasay City",Noel M. Dumaguit, 846-5142/846-5143,pasay@mfi.edu.ph,Mechatronics Servicing NC II,1,86,81
"MILESTONE TECHNOLOGICAL INSTITUTE, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"3F JLB Bldg., Km 12 MacArthur Highway, Marulas, Valenzuela City",FERNANDO S. LIBAO JR.,85538078 / 09569771169,milestone.camanava2022@gmail.com,Mechatronics Servicing NC II,1,159,159
REGIONAL TRAINING CENTER - NCR,TTI (RTC),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Building 14, Gate 2, TESDA Complex East Service Road, South Luzon Expressway (SLEX), Fort Bonifacio, Taguig City",GILBERT M. CASTRO,9171273635,rtcncr@tesda.gov.ph,Mechatronics Servicing NC II,1,136,154
HUMAN RESOURCE DEVELOPMENT CENTER (HRDC),TTI (School),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Philippine-Korea Friendship Center, Bayani Road, Fort Bonifacio, Taguig City",DEXTER C. HULLEZA,9182178647,mpltp.hrdc.tvimis@gmail.com,Mechatronics Servicing NC III,1,211,208
MECHATRONICS TECHNOLOGIES CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"699 Tandang Sora Avenue, Old Balara, Quezon City","Gamaliel F. Itao, PEE, M. Entr.",928-3307 / 937-6236,qc.mtctvimis@gmail.com,Mechatronics Servicing NC III,2,124,188
REGIONAL TRAINING CENTER - NCR,TTI (RTC),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Building 14, Gate 2, TESDA Complex East Service Road, South Luzon Expressway (SLEX), Fort Bonifacio, Taguig City",GILBERT M. CASTRO,9171273635,rtcncr@tesda.gov.ph,Mechatronics Servicing NC III,1,51,49
MECHATRONICS TECHNOLOGIES CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"699 Tandang Sora Avenue, Old Balara, Quezon City","Gamaliel F. Itao, PEE, M. Entr.",928-3307 / 937-6236,qc.mtctvimis@gmail.com,Mechatronics Servicing NC IV,2,62,62
OERIDIAN TRAINING SOLUTIONS INC.,TVIs,National Capital Region (NCR),PAMAMARISAN,Mandaluyong City,"3/F CLMC Bldg., 259 EDSA corner Connecticut St., Mandaluyong City",MS. Maria Anchy M. Ang,721-9862,info@oeridian.com,Medical Transcription NC II,1,55,40
"QUEZON CITY SKILLS AND LIVELIHOOD FOUNDATION, INC.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"6 K-F Street, Barangay Kamuning, Quezon City",VALERIE V. BERNARDINO,759-5873,quezoncityskills_ltc@yahoo.com,Motorcycle/Small Engine Servicing NC II,1,48,44
FPTI-PUNLAAN SCHOOL,TVIs,National Capital Region (NCR),PAMAMARISAN,San Juan City,"No. 173 M. Paterno St., San Juan City",Maria Theresa E. Nabatar,727-0581 to 82 / 722-5671,reg@punlaanschool.edu.ph,Pharmacy Services NC III,1,64,35
"PHILIPPINE CENTER FOR CREATIVE IMAGING, INC.",TVIs,National Capital Region (NCR),PASMAK,Makati City,"Kodak Building 2247 Chino Roces Avenue, Brgy. Bangkal, Makati City",MARY JOSSA T. MIRANDA,7593087,tesda.pcci@gmail.com,Photography NC II,3,120,116
MEPF TECHNOLOGICAL INSTITUTE (MTI) INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"4th Floor RCDC Bldg. , 154 Roosevelt Avenue, Brgy. Paraiso, Quezon City",Alberto T. Cabael,404-5127,mepfmti2004@gmail.com,Plumbing NC I,1,98,75
TESDA Women's Center,TTI (School),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"TESDA Bldg. 2, Gate 1, TESDA Complex, East Service Road South Luzon Expressway (SLEX), Taguig City",MYLENE H. SOMERA,8172650,twc@tesda.gov.ph,Plumbing NC I,2,104,97
MEPF TECHNOLOGICAL INSTITUTE (MTI) INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"4th Floor RCDC Bldg. , 154 Roosevelt Avenue, Brgy. Paraiso, Quezon City",Alberto T. Cabael,404-5127,mepfmti2004@gmail.com,Plumbing NC II,1,90,90
TESDA Women's Center,TTI (School),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"TESDA Bldg. 2, Gate 1, TESDA Complex, East Service Road South Luzon Expressway (SLEX), Taguig City",MYLENE H. SOMERA,8172650,twc@tesda.gov.ph,Plumbing NC II,1,25,0
MEPF TECHNOLOGICAL INSTITUTE (MTI) INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"4th Floor RCDC Bldg. , 154 Roosevelt Avenue, Brgy. Paraiso, Quezon City",Alberto T. Cabael,404-5127,mepfmti2004@gmail.com,Plumbing NC III,2,56,52
"ACLC COLLEGE OF MANILA, INC.",TVIs,National Capital Region (NCR),City of Manila,"Sampaloc, City of Manila","Sampaloc Manila 2355 Legarda Corner Manrique Sts. Barangay 416 Sampaloc, City of Manila",ARIZA N. BIHASA,.373-3901 loc 8283/09175075807/09228561278,aclccollegeofmanila@gmail.com,Programming (Java) NC III,1,103,103
CENTER FOR INTERNATIONAL INDUSTRIES COMPETENCE CORP.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"4/F 656 Del Monte Ave., Brgy. Talayan, Quezon City",ARRISH C. ALTAVANO,298-2162,altavano.arrish@gmail.com,Programming (Java) NC III,3,195,158
"DIGITAL ARTS TECHNOLOGY TRAINING CENTER, INC",TVIs,National Capital Region (NCR),PAMAMARISAN,Marikina City,"No. 2 Ipil St., Victorino Compound 1, Marikina City",MS. CAROLYN M. DE CHAVEZ,8725-7578,digitalartstech01@gmail.com,Programming (Java) NC III,3,121,121
"EXPERTS TECHNOLOGY ASSESSMENT AND TRAINING CENTER, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Caloocan City,"5th Floor Araneta Square Brgy 76, Monumento Caloocan City ",Wynjie I. Abergos ,283-8710,expertstech888@gmail.com,Programming (Java) NC III,1,140,125
JOYSIS TECH VOC INC.,TVIs,National Capital Region (NCR),CAMANAVA,Malabon City,"No. 1 Inda Maria Road, Potrero, Malabon City",VIRGILIO V. GUILLERMO,09488441461 / 09567331509,info@joysistvi.edu.ph,Programming (Java) NC III,3,279,304
"MILESTONE TECHNOLOGICAL INSTITUTE, INC.",TVIs,National Capital Region (NCR),CAMANAVA,Valenzuela City,"3F JLB Bldg., Km 12 MacArthur Highway, Marulas, Valenzuela City",FERNANDO S. LIBAO JR.,85538078 / 09569771169,milestone.camanava2022@gmail.com,Programming (Java) NC III,2,246,243
SANTA CELERINA INSTITUTE OF TECHNOLOGY (SCITEC) INC.,TVIs,National Capital Region (NCR),City of Manila,"Santa Cruz, City of Manila","2248 Rizal Avenue, Brgy. 347, Sta. Cruz, Manila",CELERINA T. MONTORIO,7257-7856,scitec.manila@gmail.com,Programming (Java) NC III,1,56,56
SANTA CELERINA INSTITUTE OF TECHNOLOGY (SCITEC) INC.,TVIs,National Capital Region (NCR),PASMAK,Pasay City,"No. 2217 SATA Corp. Building, Taft Avenue, Barangay 38, Pasay City","ENGR. KEITH T. MONTORIO, ECE, ECT",(02) 7257-7856 / 0968-321-0705,scitec.pasmak@gmail.com,Programming (Java) NC III,1,51,51
"SEA GEM TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),City of Manila,"Malate, City of Manila","Grd. Flr. Marbella II Bldg. 2071 Roxas Blvd. Brgy. 701, Malate, Manila",RIZALINA D. CORDOVA ,252-1192,seagem629@gmail.com,Programming (Java) NC III,3,163,142
"SOUTHERN LUZON TECHNOLOGICAL COLLEGE FOUNDATION, INC.",TVIs,National Capital Region (NCR),PAMAMARISAN,Pasig City,"No. 28 San Lorenzo St., Brgy. Kapitolyo, Pasig City",ARRISH C. ALTAVANO,359-3913 / 636-7090,pasig@sltcfi.com,Programming (Java) NC III,2,133,287
"TRAINING CENTER FOR SKILLS AND DEVELOPMENT, INC.",TVIs,National Capital Region (NCR),City of Manila,"Malate, City of Manila",Queen Rose Bldg. San Andres cor. L. Guinto St. Barangay 723 Malate Manila,Maria Therese L. Quintos,395-1727,tcsdi.2018@gmail.com,Programming (Java) NC III,3,296,272
REGIONAL TRAINING CENTER - NCR,TTI (RTC),National Capital Region (NCR),MUNTIPARLASTAPAT,Taguig City,"Building 14, Gate 2, TESDA Complex East Service Road, South Luzon Expressway (SLEX), Fort Bonifacio, Taguig City",GILBERT M. CASTRO,9171273635,rtcncr@tesda.gov.ph,PV Systems Installation NC II,2,199,288
