,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,AIOE,Complementarity,Classification,C-AIOE
871,Professional Driver,Transportation and Storage,Other land transport,Not Higher Education,No,No,-0.5689450320871856,0.6258333333333334,Protected,-0.4110627856829916
872,Professional Photographer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,-0.2091213003953986,0.6141666666666666,Protected,-0.1535298880402885
873,Program Development Officer,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,1.1966462559768865,0.6319444444444445,Augmented,0.8572640817123306
874,Program Evaluation Specialist,Public Administration and Defense; Compulsory Social Security,Public Administration,Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
875,Program Production Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
876,Program Support Officer – Faith Initiatives,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,No,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
877,Program Support Staff,Public Administration and Defense; Compulsory Social Security,Administration of the State and the economic and social policy of the community,Higher Education,No,No,-0.5276871682377668,0.6126388888888888,Protected,-0.388216518077146
878,Programmable Logic Controller - Electrical (Manufacturing),Manufacturing,Manufacture of other electrical equipment,Higher Education,No,No,-0.2923061417176008,0.6056944444444444,Protected,-0.21707790830055715
879,Programmable Logic Controller - Programming (Manufacturing),Manufacturing,Manufacture of computers and peripheral equipment and accessories,Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
880,Programmable Logic Controller Specialist / Technician (Manufacturing),Manufacturing,Manufacture of other electrical equipment,Higher Education,No,Yes,0.2307035718843949,0.6161111111111112,Augmented,0.16892628207979582
881,Programmer (Manufacturing),Manufacturing,Manufacture of computers and peripheral equipment and accessories,Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
882,Project Assistant (Cooperatives),Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,1.0600457450196432,0.5005555555555555,Displaced,0.8986832260555421
883,Project Supervisors,Construction,Construction of buildings,Higher Education,Yes,No,-0.3811962436263568,0.7609722222222222,Protected,-0.22389984920775877
884,Project Support Officer,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,1.369842507381068,0.6147222222222223,Augmented,1.0049316838870557
885,Project Support Officer (Community),Public Administration and Defense; Compulsory Social Security,Other Executive Offices,Higher Education,No,No,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
886,Prosthetic Technician,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,-0.5063030629867125,0.6347222222222222,Protected,-0.3613034913369068
887,Protocol Officer,Public Administration and Defense; Compulsory Social Security,Foreign affairs,Higher Education,No,No,-0.5182191975946915,0.5377777777777778,Isolated,-0.4200454496059194
888,Public Administration Aide,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,Yes,1.0600457450196432,0.5005555555555555,Displaced,0.8986832260555421
889,Public Attendant / Public Area Cleaner,Administrative and Support Service Activities,Cleaning activities,Not Higher Education,No,No,-0.5409268890934459,0.6108888888888889,Protected,-0.3989035292125778
890,Public Health Research Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,0.131317826544596,0.5872222222222223,Displaced,0.09994745687005362
891,Public Policy Officer,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,No,1.4540568100648037,0.605625,Augmented,1.0799401099752137
892,Publishing Coordinator,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,Yes,0.733024170282144,0.563888888888889,Displaced,0.5750167380213262
893,Purchasing and Supply Logistics Clerks (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,No,0.8309021883201236,0.5822222222222222,Displaced,0.6365633987185837
894,Purchasing Officer (Tourism),Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,No,1.4742814213283415,0.5972222222222223,Augmented,1.1073491564643987
895,PV System Designer,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,1.0699352703170644,0.6638888888888889,Augmented,0.7323112516836797
896,PV Systems Installation Technician,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,-0.2923061417176008,0.6056944444444444,Protected,-0.21707790830055715
897,Pyrotechnician,"Arts, Entertainment and Recreation",Other amusement and recreation activities,Not Higher Education,No,No,-0.7830082666846152,0.6894444444444444,Protected,-0.5159154468266409
898,QA/QA Test Engineer Associate,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
899,Quality Auditor,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
900,Quality Control Chemist,Manufacturing,Manufacture of basic chemicals,Higher Education,Yes,No,1.2002810540187745,0.6058333333333333,Augmented,0.8912086826089402
901,Quality Control Supervisors / Engineers (Construction),Construction,Construction of buildings,Higher Education,Yes,No,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
902,Quality Controller,"Agriculture, Forestry, and Fishing",Post-harvest crop activities,Higher Education,No,No,0.3835605034568007,0.5769444444444444,Displaced,0.29587431058320435
903,Quality Improvement Analyst,Manufacturing,"Other manufacturing, n.e.c.",Higher Education,No,No,1.2355878663736692,0.5574537037037037,Displaced,0.9772012741324718
904,Quantity Surveyors (Construction),Construction,Demolition and site preparation,Not Higher Education,No,No,0.5129253723597855,0.6382638888888889,Augmented,0.36421263419297273
905,R&D Chef,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,1.3320301230028002,0.5302777777777777,Displaced,1.089674642289791
906,R&D Food Specialist,Manufacturing,Manufacture of other food products,Higher Education,Yes,No,0.6846442626306308,0.6255555555555555,Augmented,0.49484565871247266
907,Radiation Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,-0.1207078752623671,0.6288888888888889,Protected,-0.086842610258203
908,Radiation Therapy Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,-0.1207078752623671,0.6288888888888889,Protected,-0.086842610258203
909,Radio Producer Assistant,Information and Communication,Radio broadcasting,Higher Education,No,Yes,1.1083010062005718,0.6130555555555556,Augmented,0.8149091009480316
910,Radiological Health Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,-0.5134808423859277,0.5629166666666666,Isolated,-0.40329641162394747
911,Real Estate Assistant,Real Estate Activities,Real Estate Activities with Own or Leased Property,Higher Education,No,Yes,0.8464439460871345,0.6477777777777778,Augmented,0.5929810088977092
912,Real Estate Salesperson,Real Estate Activities,Real estate activities on a fee or contract basis,Not Higher Education,No,No,0.8464439460871345,0.6477777777777778,Augmented,0.5929810088977092
913,Records Officer (Criminal Justice),Public Administration and Defense; Compulsory Social Security,Public administration and defense; compulsory social security,Higher Education,No,No,0.9698125993622836,0.4805555555555555,Displaced,0.8415818223354928
914,Recreation Worker,Human Health and Social Work Activities,Other human health activities,Higher Education,No,No,0.0229134919313405,0.6677777777777778,Augmented,0.015593904231051173
915,Recreational Activities Attendant,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,0.4571220527837438,0.6594444444444444,Augmented,0.31490630302880135
916,Recruitment Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,1.390653349799162,0.6652777777777777,Augmented,0.9498934964322611
917,Registered Forester,"Agriculture, Forestry, and Fishing",Silviculture and other forestry activities,Higher Education,Yes,No,-0.6777790981433184,0.7088888888888888,Protected,-0.4334020788683109
918,Registered Naval Architect,Manufacturing,Building of ships and boats,Higher Education,Yes,No,0.5129253723597855,0.6382638888888889,Augmented,0.36421263419297273
919,Registered Nurse,Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,0.2700903207777707,0.7450000000000001,Augmented,0.16295449353592162
920,Registered Radiologic Technologist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,-0.1207078752623671,0.6288888888888889,Protected,-0.086842610258203
921,Religious Education Teacher,Education,Other education services,Higher Education,Yes,No,1.1884950168906403,0.7011111111111111,Augmented,0.7692203859319978
922,Religious Outreach Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,0.7806366196871929,0.6655492424242423,Augmented,0.5330062647034659
923,Religious Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,Yes,0.8006554663832743,0.695328282828283,Augmented,0.5228320632627548
924,Religious Studies Teacher,Education,Other education services,Higher Education,Yes,No,1.2114588767178207,0.6294444444444444,Augmented,0.8709043258182557
925,Research and Development Officer (Agriculture),"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,Yes,No,0.8006554663832743,0.706111111111111,Augmented,0.5141987328550363
926,Research Assistant (Physical Sciences),"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,1.3942922371302795,0.6652777777777777,Augmented,0.9523790586398215
927,Research Associate – Public Affairs,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
928,Research Clerk (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,1.25788885874446,0.5880555555555556,Displaced,0.9563449462176632
929,Reservations Clerk,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,1.0117367283079466,0.4713888888888888,Displaced,0.8872369031300521
930,Resort Marketing and Events Officer,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
931,Respiratory Therapy Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,0.131317826544596,0.5872222222222223,Displaced,0.09994745687005362
932,Respite Services Home Care Coordinator,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,1.5056696701614034,0.6302777777777777,Augmented,1.0811544714908967
933,Restaurant Crew,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Not Higher Education,No,No,-0.7755887983642628,0.5930555555555556,Isolated,-0.5857849840978974
934,Rewards Specialist,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,1.333804583640498,0.6875,Augmented,0.8814225290224291
935,RF Systems Engineer,Manufacturing,Manufacture of communication equipment,Higher Education,Yes,No,0.6853776260103156,0.5906944444444444,Displaced,0.51926874303976
936,Rice Farmer,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Not Higher Education,No,No,-1.153152853548008,0.4963888888888889,Isolated,-0.9824221671754836
937,Rice Land Preparation Machinery Operator (Hand Tractor),"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,-1.012423592144586,0.5769444444444445,Isolated,-0.7809723098293099
938,Rice Production Assistant,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,No,Yes,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
939,Ride Operator,"Arts, Entertainment and Recreation",Other amusement and recreation activities,Not Higher Education,No,No,-1.2416423994528298,0.7380555555555556,Protected,-0.7577467643327409
940,Rigger,Construction,Demolition and site preparation,Not Higher Education,No,No,-1.2235422092033756,0.7047222222222222,Protected,-0.7874853607567281
941,Rigid On-Highway Dump Truck Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,-1.100644052209415,0.6174999999999999,Protected,-0.8043873614897142
942,Risk Analyst,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,1.4984326197157478,0.5613888888888888,Displaced,1.1791832254596428
943,Risk Management Assistant,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,Yes,1.3203041108213494,0.5938888888888889,Displaced,0.9960961013863292
944,Road Roller [Compactor] Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,-1.15238606969144,0.6227777777777778,Protected,-0.836120115009456
945,Rolling Stock Technician,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,-1.5566147016651897,0.6050000000000001,Protected,-1.1570835949044576
946,Room Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,-0.4413828025834359,0.5907306763285024,Isolated,-0.3343927839934498
947,Rough And Finishing Carpenter,Construction,Construction of buildings,Not Higher Education,No,No,-1.1755193089724034,0.6755555555555556,Protected,-0.7908632684253225
948,Rough Mason,Construction,Construction of buildings,Not Higher Education,No,No,-0.9916104341060964,0.6286111111111111,Protected,-0.7136840652135822
949,Route Planner,Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,1.1679053146236258,0.6255555555555555,Augmented,0.8441360079585207
950,Rural Development Assistant,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,No,Yes,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
951,Rural Health Field Researcher,Human Health and Social Work Activities,Other human health activities,Higher Education,No,No,0.0229134919313405,0.6677777777777778,Augmented,0.015593904231051173
952,Safety Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,0.195081275698469,0.6889814814814814,Augmented,0.12862720039340722
953,Safety Officer (Hotel),Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,No,0.195081275698469,0.6889814814814814,Augmented,0.12862720039340722
954,Sailing Coach,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,-2.032514091161482,0.6602777777777779,Protected,-1.3984826121686085
955,Sales Assistant (High School),Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized stores,Not Higher Education,No,No,0.072872365795889,0.5533333333333333,Displaced,0.05793353080773176
956,Sales Associate,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized and specialized stores,Higher Education,No,Yes,1.0792977885038806,0.4922222222222221,Displaced,0.9239988289358224
957,Salt Contractor,Manufacturing,Manufacture of other food products,Not Higher Education,No,No,-1.3653770485609695,0.6044444444444445,Protected,-1.01568881556841
958,Sandblasting Crew,Construction,Construction of utility projects,Not Higher Education,No,No,-1.15238606969144,0.6467751736111111,Protected,-0.8084658503422513
959,Sanitary Engineer,Manufacturing,Manufacture of medical and dental instruments and supplies,Higher Education,No,No,1.3942922371302795,0.6652777777777777,Augmented,0.9523790586398215
960,Sanitary Landfill Facility (SLF) Spotter,"Water Supply; Sewerage, Waste Management and Remediation",Waste treatment and disposal,Not Higher Education,No,No,-1.4057761657025905,0.7016666666666668,Protected,-0.9090685871543418
961,Sanitation and Disinfection Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,0.195081275698469,0.6889814814814814,Augmented,0.12862720039340722
962,Sanitation Inspector,Human Health and Social Work Activities,Human health activities,Higher Education,No,No,0.195081275698469,0.6889814814814814,Augmented,0.12862720039340722
963,SCADA Systems Operator,Manufacturing,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",Not Higher Education,No,No,-0.0655765103781631,0.5177777777777778,Isolated,-0.05446493500852991
964,Scaffolder,Construction,Construction of buildings,Not Higher Education,No,No,-1.420720591823914,0.6513888888888888,Protected,-0.9901633235795003
965,Science Content Associate,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
966,Science Laboratory Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,-0.3935851657204582,0.5456944444444444,Isolated,-0.31590676009701785
967,Science Subject Teacher,Education,"Primary/elementary education, Secondary/high school education",Higher Education,Yes,No,1.1884950168906403,0.7011111111111111,Augmented,0.7692203859319978
968,Screed Operator (Heavy Equipment),Construction,Demolition and site preparation,Not Higher Education,No,No,-1.15238606969144,0.6227777777777778,Protected,-0.836120115009456
969,Scriptwriter,"Arts, Entertainment and Recreation","Creative, Arts and Entertainment Activities",Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
970,Sculptor Apprentice,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,-0.5800703514608596,0.4575,Isolated,-0.5167460047597158
971,Sea Patrol (Bantay Dagat),Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Not Higher Education,No,No,-0.5182191975946915,0.5377777777777778,Isolated,-0.4200454496059194
972,Seafarers,Transportation and Storage,Sea and coastal water transport,Higher Education,No,No,-0.7138985758488017,0.7611111111111111,Protected,-0.41921710815121305
973,Seamer Operator,Manufacturing,Manufacture of parts and accessories for motor vehicles,Not Higher Education,No,No,-0.9874640384182614,0.5591666666666667,Isolated,-0.7792737036517446
974,Seaweed Nursery Operator,"Agriculture, Forestry, and Fishing",Aquaculture,Not Higher Education,No,No,-2.0896117392961986,0.4991666666666667,Isolated,-1.7744286352856886
975,Seaweed Processor,Manufacturing,"Processing and preserving of fish, crustaceans and mollusks",Not Higher Education,No,No,-0.8341351787751918,0.5330229377104376,Isolated,-0.6800790826101766
976,Security Analyst Associate,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,1.2355878663736692,0.5574537037037037,Displaced,0.9772012741324718
977,Security Guard,Administrative and Support Service Activities,Private security activities,Not Higher Education,No,No,-0.5182191975946915,0.5377777777777778,Isolated,-0.4200454496059194
978,Security Operations Center (SOC) Analyst,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,1.2355878663736692,0.5574537037037037,Displaced,0.9772012741324718
979,Security Operations Staff,Administrative and Support Service Activities,Private security activities,Higher Education,No,No,-0.5182191975946915,0.5377777777777778,Isolated,-0.4200454496059194
980,Semiconductor Machine Technician,Manufacturing,Manufacture of electronic components,Not Higher Education,No,No,0.2307035718843949,0.6161111111111112,Augmented,0.16892628207979582
981,Semiconductor Operator,Manufacturing,Manufacture of electronic components,Not Higher Education,No,No,-0.6656689492869381,0.4597222222222222,Isolated,-0.591520824658032
982,Semiconductor Production Operator,Manufacturing,Manufacture of electronic components,Not Higher Education,No,No,-0.7654642333588086,0.5313888888888889,Isolated,-0.6253417528634045
983,Seminary Support Staff,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,0.7806366196871929,0.6655492424242423,Augmented,0.5330062647034659
984,Senior Caregiver,Human Health and Social Work Activities,Residential care activities for the elderly and disabled,Not Higher Education,No,No,-0.4413828025834359,0.5907306763285024,Isolated,-0.3343927839934498
985,Service Vehicle Drivers,Construction,Construction of buildings,Higher Education,No,No,-0.5689450320871856,0.6258333333333334,Protected,-0.4110627856829916
986,Session Guitarist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,-0.0481137107809598,0.5141666666666667,Isolated,-0.0401348537431173
987,Shipper and Receiver,Transportation and Storage,Postal activities,Higher Education,No,No,1.1679053146236258,0.6255555555555555,Augmented,0.8441360079585207
988,Shoe Cutter,Manufacturing,Manufacture of footwear,Not Higher Education,No,No,-0.8841484845166345,0.4858333333333333,Isolated,-0.7625780678955973
989,Sign Language Teaching Aide,Education,Other Education,Higher Education,No,Yes,1.0640015601650763,0.6288888888888889,Augmented,0.7654900113409855
990,Site Accounting Assistant (Construction),Construction,Construction of buildings,Higher Education,No,Yes,1.0204933974998105,0.5122222222222222,Displaced,0.8532458684651194
991,Site Engineering Assistant (Licensed Civil Engineer),Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,Yes,No,1.303068832130924,0.6426851851851851,Augmented,0.9195081083027569
992,Site HR Officers,Construction,Construction of utility projects,Not Higher Education,No,No,1.3320301230028002,0.5302777777777777,Displaced,1.089674642289791
993,Site Monitoring Specialist,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,No,0.7714307163971404,0.5388888888888889,Displaced,0.6244303076614632
994,Skid Loader Operators,Construction,Construction of utility projects,Not Higher Education,No,No,-1.15238606969144,0.6227777777777778,Protected,-0.836120115009456
995,Slitter,Manufacturing,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,-1.1230266200713226,0.5273611111111112,Isolated,-0.921973659894665
996,Social Enterprise Assistant,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
997,Social Listening Research Assistant,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,Yes,1.1083010062005718,0.6130555555555556,Augmented,0.8149091009480316
998,Social Media Content Creator,Information and Communication,"Motion picture, video and television programme activities",Not Higher Education,No,No,0.7743766257616718,0.5294444444444445,Displaced,0.6341284146515023
999,Social Media Manager,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
1000,Social Policy Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,1.4540568100648037,0.605625,Augmented,1.0799401099752137
1001,Social Welfare Assistant (Healthcare),Human Health and Social Work Activities,Social work activities without accommodation for the elderly and disabled,Higher Education,Yes,No,0.7806366196871929,0.6691666666666666,Augmented,0.5301823708708853
1002,Social Work Associate,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,Yes,No,0.7806366196871929,0.6655492424242423,Augmented,0.5330062647034659
1003,Software Quality Assurance Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,1.2355878663736692,0.5574537037037037,Displaced,0.9772012741324718
1004,Soil And Nutrient Technologist,"Agriculture, Forestry, and Fishing",Plant propagation,Not Higher Education,No,No,0.8006554663832743,0.706111111111111,Augmented,0.5141987328550363
1005,Soil and Plant Lab Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
1006,Soil and Plant Scientists,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,0.8006554663832743,0.706111111111111,Augmented,0.5141987328550363
1007,Solar Night Light And Post Lamp Assembler,Manufacturing,Manufacture of electric lighting equipment,Not Higher Education,No,No,-0.6501212176431842,0.5002777777777777,Isolated,-0.5513389104068449
1008,Sonar Fishing Operator,"Agriculture, Forestry, and Fishing",Fishing,Not Higher Education,No,No,-1.3653770485609695,0.6044444444444445,Protected,-1.01568881556841
1009,Sonar Technician,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
1010,Sound Technician,Information and Communication,Sound recording and music publishing activities,Higher Education,No,Yes,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
1011,Specialized Carpenter,Construction,Construction of buildings,Not Higher Education,No,No,-1.1755193089724034,0.6755555555555556,Protected,-0.7908632684253225
1012,SPED Teacher,Education,Other education services,Higher Education,Yes,No,-0.6104688928723081,0.7791666666666668,Protected,-0.34745854485982197
1013,SPED Teacher (Primary),Education,Pre-primary education,Higher Education,Yes,No,-0.6104688928723081,0.7791666666666668,Protected,-0.34745854485982197
1014,SPED Teacher (Secondary),Education,Secondary/high school education,Higher Education,Yes,No,-0.6104688928723081,0.7791666666666668,Protected,-0.34745854485982197
1015,Speech Therapy Aide,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,0.7001210177816167,0.695,Augmented,0.45741239828398966
1016,Speed Limitation Device Installer,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,-1.0922437980466209,0.6463888888888889,Protected,-0.7666944660177253
1017,Sports Coach,Education,Other education services,Higher Education,Yes,No,0.1022346308216465,0.7144444444444443,Augmented,0.06480539653749927
1018,Sports Events Assistant,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,0.3580352965169154,0.6833333333333332,Augmented,0.2380934721837488
1019,Sports Program Assistant,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,-2.032514091161482,0.6602777777777779,Protected,-1.3984826121686085
1020,Spotters,Construction,Other specialized construction activities,Not Higher Education,No,No,-1.15238606969144,0.6467751736111111,Protected,-0.8084658503422513
1021,Stage Performer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,0.1441760056865995,0.5872222222222222,Displaced,0.10973395988368963
1022,Stamping Machine Operators,Construction,Construction of buildings,Higher Education,Yes,No,-0.8341351787751918,0.5330229377104376,Isolated,-0.6800790826101766
1023,Startup Operations Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,1.390653349799162,0.6652777777777777,Augmented,0.9498934964322611
1024,Startup Program Intern,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,1.390653349799162,0.6652777777777777,Augmented,0.9498934964322611
1025,Statistical Assistant,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,Yes,1.2970972393926237,0.538611111111111,Displaced,1.0502884591193051
1026,Steelman,Construction,Construction of buildings,Not Higher Education,No,No,-1.1411657620028337,0.5663888888888888,Isolated,-0.892328227788327
1027,Store Display Assistant,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale of cultural and recreation goods in specialized stores,Higher Education,No,Yes,0.1089211280002534,0.5322222222222223,Displaced,0.08889174279576235
1028,Store Keeper,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized stores,Not Higher Education,No,No,1.0159515689880594,0.7358333333333333,Augmented,0.6222703360051864
1029,Store Supervisor Trainee,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized and specialized stores,Higher Education,No,No,0.005064176078184,0.5905555555555555,Displaced,0.003837520094801654
1030,Storyboard Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,0.9134893505999866,0.5563888888888889,Displaced,0.7234328162668228
1031,Strategic Communications Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,1.2230614224333591,0.6141666666666666,Augmented,0.8979309276364913
1032,Strategic Communications Specialist,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,1.2355878663736692,0.5585861823361823,Displaced,0.975801997275254
1033,Structural Design Technician,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,1.303068832130924,0.6426851851851851,Augmented,0.9195081083027569
1034,Structural Steel Erector,Construction,Construction of buildings,Not Higher Education,No,No,-1.1411657620028337,0.5663888888888888,Isolated,-0.892328227788327
1035,Sugarcane Field Technician,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,No,Yes,1.1962758695210862,0.6164937943262411,Augmented,0.8754819808756202
1036,Sugarcane Planter,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,-0.9694564085988252,0.5850000000000001,Isolated,-0.7400183918971032
1037,Supply Chain Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,-0.1990509675516624,0.5297222222222222,Isolated,-0.1629453337152081
1038,Supply Chain Specialist,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,-0.4471441743981977,0.688888888888889,Protected,-0.29486674167258925
1039,Surf Instructor,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,-2.032514091161482,0.6602777777777779,Protected,-1.3984826121686085
1040,Surveillance Officer (CCTV Operation),Administrative and Support Service Activities,Security systems service activities,Higher Education,No,No,0.733024170282144,0.5569264403292181,Displaced,0.580120381099911
