,Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,PSOC,ISCO,SOC
860,Process Inspector,Manufacturing                                                ,Manufacture of general purpose machinery,Not Higher Education,No,No,7543.0,7543,51-9061 
861,Process Instrumentation Technician,Manufacturing                                                ,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",Higher Education,No,Yes,2152.0,2152,17-2072 
862,Processing Staff/Worker,"Agriculture, Forestry, and Fishing",Post-harvest crop activities,Not Higher Education,No,No,8160.0,8160,51-9193
863,Procurement Associate,Real Estate Activities,Real Estate Activities on a Fee or Contract Basis,Higher Education,Yes,No,3323.0,3323,13-1023
864,Procurement Staff (Construction),Construction,Construction of buildings,Higher Education,Yes,No,3323.0,3323,13-1023
865,Product Development Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3111.0,3111,19-4099
867,Product Quality Inspector,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,7543.0,7543,51-9061 
868,Production Machine Operator,Manufacturing                                                ,Manufacture of general purpose machinery,Not Higher Education,No,No,8219.0,8219,51-2099
869,Production Plant Assistant,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,Yes,7412.0,7412,49-9097
870,Production Scheduling Analyst,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,2141.0,2141,17-2112
871,Professional Driver,Transportation and Storage,Other land transport,Not Higher Education,No,No,8322.0,8322 p,53-3053
872,Professional Photographer,"Arts, entertainment and recreation","Creative, arts and entertainment activities",Not Higher Education,No,No,3431.0,3431,27-4021
873,Program Development Officer,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2424.0,2424,13-1151 
874,Program Evaluation Specialist,Public Administration and Defense; Compulsory Social Security,Public Administration,Higher Education,No,No,2512.0,2512,15-1133
875,Program Production Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,3512.0,3512,15-1151 
876,Program Support Officer – Faith Initiatives,Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Higher Education,No,No,3412.0,3412,21-1093
877,Program Support Staff,Public Administration and Defense; Compulsory Social Security,Administration of the State and the economic and social policy of the community,Higher Education,No,No,5311.0,5311,39-9011
878,Programmable Logic Controller - Electrical (Manufacturing),Manufacturing                                                ,Manufacture of other electrical equipment,Higher Education,No,No,3113.0,3113,17-3024
879,Programmable Logic Controller - Programming (Manufacturing),Manufacturing                                                ,Manufacture of computers and peripheral equipment and accessories,Higher Education,No,No,3512.0,3512,15-1151 
880,Programmable Logic Controller Specialist / Technician (Manufacturing),Manufacturing                                                ,Manufacture of other electrical equipment,Higher Education,No,Yes,3114.0,3114,17-3023
881,Programmer (Manufacturing),Manufacturing                                                ,Manufacture of computers and peripheral equipment and accessories,Higher Education,No,No,2512.0,2512,15-1133
882,Project Assistant (Cooperatives),Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,3343.0,3343,43-6011
883,Project Supervisors,Construction,Construction of buildings,Higher Education,Yes,No,3123.0,3123,47-1011
884,Project Support Officer,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2421.0,2421,13-1111
885,Project Support Officer (Community),Public Administration and Defense; Compulsory Social Security,Other Executive Offices,Higher Education,No,No,3412.0,3412,21-1093
886,Prosthetic Technician,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,3214.0,3214,51-9082 
887,Protocol Officer,Public Administration and Defense; Compulsory Social Security,Foreign affairs,Higher Education,No,No,5414.0,5414,33-9093 
888,Public Administration Aide,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,Yes,3343.0,3343,43-6011
889,Public Attendant / Public Area Cleaner,Administrative and Support Service Activities,Cleaning activities,Not Higher Education,No,No,9613.0,9613,37-3019
890,Public Health Research Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3256.0,3256,31-9092
891,Public Policy Officer,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,No,2422.0,2422,13-1199
892,Publishing Coordinator,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,Yes,2166.0,2166,27-1024
893,Purchasing and Supply Logistics Clerks (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,No,4322.0,4322,43-5061 
894,Purchasing Officer (Tourism),Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,No,3323.0,3323,13-1023
895,PV System Designer,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,2151.0,2151,17-2071
896,PV Systems Installation Technician,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,3113.0,3113,17-3024
897,Pyrotechnician,"Arts, entertainment and recreation",Other amusement and recreation activities,Not Higher Education,No,No,7542.0,7542,47-5031
898,QA/QA Test Engineer Associate,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,2512.0,2512,15-1133
899,Quality Auditor,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,3119.0,3119,53-6041
900,Quality Control Chemist,Manufacturing                                                ,Manufacture of basic chemicals,Higher Education,Yes,No,2113.0,2113,19-2032
901,Quality Control Supervisors / Engineers (Construction),Construction,Construction of buildings,Higher Education,Yes,No,3119.0,3119,53-6041
902,Quality Controller,"Agriculture, Forestry, and Fishing",Post-harvest crop activities,Higher Education,No,No,3119.0,3119,53-6041
903,Quality Improvement Analyst,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,2519.0,2519,15-1199
904,Quantity Surveyors (Construction),Construction,Demolition and site preparation,Not Higher Education,No,No,2149.0,2149,17-2199
905,R&D Chef,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,4416.0,4416,43-4161 
907,Radiation Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,3211.0,3211,29-2035 
908,Radiation Therapy Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,3211.0,3211,29-2035 
909,Radio Producer Assistant,Information and Communication,Radio broadcasting,Higher Education,No,Yes,2642.0,2642,27-3041 
910,Radiological Health Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,5329.0,5329,31-9099
911,Real Estate Assistant,Real Estate Activities,Real Estate Activities with Own or Leased Property,Higher Education,No,Yes,3334.0,3334,41-9022
912,Real Estate Salesperson,Real Estate Activities,Real estate activities on a fee or contract basis,Not Higher Education,No,No,3334.0,3334,41-9022
913,Records Officer (Criminal Justice),Public Administration and Defense; Compulsory Social Security,Public administration and defense; compulsory social security,Higher Education,No,No,4110.0,4110,43-9061 
914,Recreation Worker,Human Health and Social Work Activities,Other human health activities,Higher Education,No,No,3253.0,3253,21-1094 
915,Recreational Activities Attendant,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,5113.0,5113,39-7012
916,Recruitment Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,2423.0,2423,21-1012 
917,Registered Forester,"Agriculture, Forestry, and Fishing",Silviculture and other forestry activities,Higher Education,Yes,No,3143.0,3143,19-4093
918,Registered Naval Architect,Manufacturing                                                ,Building of ships and boats,Higher Education,Yes,No,2149.0,2149,17-2199
919,Registered Nurse,Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,2221.0,2221,29-1171 
920,Registered Radiologic Technologist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,3211.0,3211,29-2035 
921,Religious Education Teacher,Education,Other education services,Higher Education,Yes,No,2330.0,2330,25-2031
922,Religious Outreach Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3413.0,3413,21-2099
923,Religious Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,Yes,2310.0,2310,25-1199
924,Religious Studies Teacher,Education,Other education services,Higher Education,Yes,No,2636.0,2636,21-2021 
925,Research and Development Officer (Agriculture),"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,Yes,No,2132.0,2132,25-9021
926,Research Assistant (Physical Sciences),"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,2143.0,2143,17-2081
927,Research Associate – Public Affairs,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2432.0,2432,27-3031 
928,Research Clerk (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,4227.0,4227,43-4111 
929,Reservations Clerk,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,4225.0,4225,43-4171
930,Resort Marketing and Events Officer,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,No,2431.0,2431,27-3043 
931,Respiratory Therapy Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3256.0,3256,31-9092
932,Respite Services Home Care Coordinator,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,2269.0,2269,29-9092 
933,Restaurant Crew,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Not Higher Education,No,No,5131.0,5131,35-3041 
934,Rewards Specialist,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,2351.0,2351,25-9031
935,RF Systems Engineer,Manufacturing                                                ,Manufacture of communication equipment,Higher Education,Yes,No,2153.0,2153,17-2072
936,Rice Farmer,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Not Higher Education,No,No,6111.0,6111,45-2091
937,Rice Land Preparation Machinery Operator (Hand Tractor),"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,8341.0,8341,45-4022
938,Rice Production Assistant,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,No,Yes,3142.0,3142,19-4011
939,Ride Operator,"Arts, entertainment and recreation",Other amusement and recreation activities,Not Higher Education,No,No,7413.0,7413,49-9051
940,Rigger,Construction,Demolition and site preparation,Not Higher Education,No,No,7215.0,7215,49-9096
941,Rigid On-Highway Dump Truck Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8332.0,8332,53-3032
942,Risk Analyst,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,2413.0,2413,13-2061
943,Risk Management Assistant,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,Yes,3321.0,3321,41-3021
944,Road Roller [Compactor] Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8342.0,8342,53-7032
945,Rolling Stock Technician,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,7231.0,7231,49-3093
946,Room Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,5321.0,5321,31-1014 
947,Rough And Finishing Carpenter,Construction,Construction of buildings,Not Higher Education,No,No,7115.0,7115,47-2031
948,Rough Mason,Construction,Construction of buildings,Not Higher Education,No,No,7113.0,7113,47-4091 
949,Route Planner,Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,4323.0,4323,43-5032
950,Rural Development Assistant,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,No,Yes,3412.0,3412,21-1093
951,Rural Health Field Researcher,Human Health and Social Work Activities,Other human health activities,Higher Education,No,No,3253.0,3253,21-1094 
952,Safety Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,3257.0,3257,53-6051
953,Safety Officer (Hotel),Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,No,3257.0,3257,53-6051
954,Sailing Coach,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,3423.0,3423,39-9031
955,Sales Assistant (High School),Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized stores,Not Higher Education,No,No,5223.0,5223,41-2031
956,Sales Associate,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized and specialized stores,Higher Education,No,Yes,4120.0,4120,43-6014
957,Salt Contractor,Manufacturing                                                ,Manufacture of other food products,Not Higher Education,No,No,6340.0,6340,45-3021
958,Sandblasting Crew,Construction,Construction of utility projects,Not Higher Education,No,No,9313.0,9313,47-3019
959,Sanitary Engineer,Manufacturing                                                ,Manufacture of medical and dental instruments and supplies,Higher Education,No,No,2143.0,2143,17-2081
960,Sanitary Landfill Facility (SLF) Spotter,"Water Supply; Sewerage, Waste Management and Remediation     ",Waste treatment and disposal,Not Higher Education,No,No,9312.0,9312,47-4061
961,Sanitation and Disinfection Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,3257.0,3257,53-6051
962,Sanitation Inspector,Human Health and Social Work Activities,Human health activities,Higher Education,No,No,3257.0,3257,53-6051
963,SCADA Systems Operator,Manufacturing                                                ,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",Not Higher Education,No,No,3139.0,3139,51-4012
964,Scaffolder,Construction,Construction of buildings,Not Higher Education,No,No,7119.0,7119,49-9095
965,Science Content Associate,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2432.0,2432,27-3031 
966,Science Laboratory Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,3212.0,3212,29-2012
967,Science Subject Teacher,Education,"Primary/elementary education, Secondary/high school education",Higher Education,Yes,No,2330.0,2330,25-2031
968,Screed Operator (Heavy Equipment),Construction,Demolition and site preparation,Not Higher Education,No,No,8342.0,8342,53-7032
969,Scriptwriter,"Arts, Entertainment and Recreation","Creative, Arts and Entertainment Activities",Higher Education,No,No,2641.0,2641,27-3043
970,Sculptor Apprentice,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2651.0,2651,27-1013
971,Sea Patrol (Bantay Dagat),Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Not Higher Education,No,No,5414.0,5414,33-9093 
972,Seafarers,Transportation and Storage,Sea and coastal water transport,Higher Education,No,No,3152.0,3152,53-5021
973,Seamer Operator,Manufacturing                                                ,Manufacture of parts and accessories for motor vehicles,Not Higher Education,No,No,8183.0,8183,51-9111
974,Seaweed Nursery Operator,"Agriculture, Forestry, and Fishing",Aquaculture,Not Higher Education,No,No,6222.0,6221 p,45-2092
975,Seaweed Processor,Manufacturing                                                ,"Processing and preserving of fish, crustaceans and mollusks",Not Higher Education,No,No,6222.0,6221 p,51-9199
976,Security Analyst Associate,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,2529.0,2529,15-1199
977,Security Guard,Administrative and Support Service Activities,Private security activities,Not Higher Education,No,No,5414.0,5414,33-9093 
978,Security Operations Center (SOC) Analyst,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,2529.0,2529,15-1199
979,Security Operations Staff,Administrative and Support Service Activities,Private security activities,Higher Education,No,No,5414.0,5414,33-9093 
980,Semiconductor Machine Technician,Manufacturing                                                ,Manufacture of electronic components,Not Higher Education,No,No,3114.0,3114,17-3023
982,Semiconductor Production Operator,Manufacturing                                                ,Manufacture of electronic components,Not Higher Education,No,No,8189.0,8189,53-7011
984,Senior Caregiver,Human Health and Social Work Activities,Residential care activities for the elderly and disabled,Not Higher Education,No,No,5321.0,5321,31-1014 
985,Service Vehicle Drivers,Construction,Construction of buildings,Higher Education,No,No,8322.0,8322 p,53-3053
986,Session Guitarist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042
987,Shipper and Receiver,Transportation and Storage,Postal activities,Higher Education,No,No,4323.0,4323,43-5032
988,Shoe Cutter,Manufacturing                                                ,Manufacture of footwear,Not Higher Education,No,No,7536.0,7536,51-6041
989,Sign Language Teaching Aide,Education,Other Education,Higher Education,No,Yes,2643.0,2643,27-3091
990,Site Accounting Assistant (Construction),Construction,Construction of buildings,Higher Education,No,Yes,4311.0,4311,43-3031
991,Site Engineering Assistant (Licensed Civil Engineer),Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,Yes,No,2142.0,2142,17-2051 
992,Site HR Officers,Construction,Construction of utility projects,Not Higher Education,No,No,4416.0,4416,43-4161 
993,Site Monitoring Specialist,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,No,3514.0,3514,15-1142
994,Skid Loader Operators,Construction,Construction of utility projects,Not Higher Education,No,No,8342.0,8342,53-7032
995,Slitter,Manufacturing                                                ,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,7315.0,7315,51-9195
996,Social Enterprise Assistant,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,3412.0,3412,21-1093
997,Social Listening Research Assistant,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,Yes,2642.0,2642,27-3041 
998,Social Media Content Creator,Information and Communication,"Motion picture, video and television programme activities",Not Higher Education,No,No,2431.0,2431,27-3043 
999,Social Media Manager,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2432.0,2432,27-3031 
1000,Social Policy Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2422.0,2422,13-1199
1001,Social Welfare Assistant (Healthcare),Human Health and Social Work Activities,Social work activities without accommodation for the elderly and disabled,Higher Education,Yes,No,3412.0,3412,21-1093
1002,Social Work Associate,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,Yes,No,2635.0,2635,21-1099
1003,Software Quality Assurance Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,2519.0,2519,15-1199
1004,Soil And Nutrient Technologist,"Agriculture, Forestry, and Fishing",Plant propagation,Not Higher Education,No,No,2132.0,2132,25-9021
1005,Soil and Plant Lab Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3142.0,3142,19-4011
1006,Soil and Plant Scientists,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,2132.0,2132,25-9021
1007,Solar Night Light And Post Lamp Assembler,Manufacturing                                                ,Manufacture of electric lighting equipment,Not Higher Education,No,No,8212.0,8212,51-9194
1008,Sonar Fishing Operator,"Agriculture, Forestry, and Fishing",Fishing,Not Higher Education,No,No,6222.0,6221 p,45-3031
1009,Sonar Technician,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,3521.0,3521,27-4099 
1010,Sound Technician,Information and Communication,Sound recording and music publishing activities,Higher Education,No,Yes,3521.0,3521,27-4099 
1011,Specialized Carpenter,Construction,Construction of buildings,Not Higher Education,No,No,7115.0,7115,47-2031
1012,SPED Teacher,Education,Other education services,Higher Education,Yes,No,2352.0,2352,25-2059 
1013,SPED Teacher (Primary),Education,Pre-primary education,Higher Education,Yes,No,2352.0,2352,25-2059 
1014,SPED Teacher (Secondary),Education,Secondary/high school education,Higher Education,Yes,No,2352.0,2352,25-2059 
1015,Speech Therapy Aide,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2266.0,2266,29-1181
1016,Speed Limitation Device Installer,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,7422.0,7422,49-9052
1017,Sports Coach,Education,Other education services,Higher Education,Yes,No,3422.0,3422 p,27-2022
1018,Sports Events Assistant,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,3332.0,3332,13-1121
1019,Sports Program Assistant,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,3422.0,3422 p,39-9031
1020,Spotters,Construction,Other specialized construction activities,Not Higher Education,No,No,9313.0,9313,47-3019
1021,Stage Performer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2655.0,2655,27-2011
1022,Stamping Machine Operators,Construction,Construction of buildings,Higher Education,Yes,No,7223.0,7223,51-4199
1023,Startup Operations Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2423.0,2423,21-1012 
1024,Startup Program Intern,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,2423.0,2423,21-1012 
1025,Statistical Assistant,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,Yes,3314.0,3314,43-9111
1026,Steelman,Construction,Construction of buildings,Not Higher Education,No,No,7214.0,7214,51-2041
1027,Store Display Assistant,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale of cultural and recreation goods in specialized stores,Higher Education,No,Yes,5242.0,5242,41-9011 
1028,Store Keeper,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized stores,Not Higher Education,No,No,5221.0,5221,11-1021
1029,Store Supervisor Trainee,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized and specialized stores,Higher Education,No,No,5222.0,5222,41-1011
1030,Storyboard Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,2654.0,2654,27-4032 
1031,Strategic Communications Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2432.0,2432,27-3031 
1032,Strategic Communications Specialist,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2513.0,2513,15-1134 
1033,Structural Design Technician,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2142.0,2142,17-2051 
1034,Structural Steel Erector,Construction,Construction of buildings,Not Higher Education,No,No,7214.0,7214,51-2041
1035,Sugarcane Field Technician,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,No,Yes,3142.0,3142,19-4011
1036,Sugarcane Planter,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,8160.0,8160,51-9193
1037,Supply Chain Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,4321.0,4321,43-5111
1038,Supply Chain Specialist,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,3333.0,3333,13-1074 
1039,Surf Instructor,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,3423.0,3423,39-9031
1040,Surveillance Officer (CCTV Operation),Administrative and Support Service Activities,Security systems service activities,Higher Education,No,No,3521.0,3521,27-4099 
1041,Surveying Technician,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,3112.0,3112,47-4011
1042,Sustainability Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2133.0,2133,19-2041 
1043,Swine Artificial Insemination Technician,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,3240.0,3240,31-9096
1044,Swine Raiser/Farmer,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,6127.0,612 p,45-2093
1045,System Formworks Installer,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,7114.0,7114,47-4091
1046,Systems Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,2411.0,2411,13-2082
1047,Tailor,Manufacturing                                                ,Custom tailoring and dressmaking,Not Higher Education,No,No,7531.0,7531,51-6052
1048,Talent Acquisition and Development Officer (Healthcare),Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,2424.0,2424,13-1151 
1049,Talent Acquisition Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,2422.0,2422,13-1199
1050,Talent Attraction and Management Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,2423.0,2423,21-1012 
1051,Talent Management Specialist,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,2423.0,2423,21-1012 
1052,Tappers,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,6117.0,6112,45-2091
1053,Taro Processor,Manufacturing                                                ,Processing and preserving of fruits and vegetables,Not Higher Education,No,No,8160.0,8160,51-9193
1054,Tax Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,2411.0,2411,13-2082
1055,Taxi Drivers,Transportation and Storage,Other land transport,Not Higher Education,No,No,8322.0,8322 p,53-3054
1056,Technical Communicator,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,No,2641.0,2641,27-3043
1057,Technical Project Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,3512.0,3512,15-1151 
1058,Technical Support Specialist,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,3511.0,3511,43-9011
1059,Technology Operations Assistant,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,Yes,3512.0,3512,15-1151 
1060,Telecommunications Engineer,Information and Communication,Wired telecommunications activities,Higher Education,No,No,2153.0,2153,17-2072
1061,Telediagnostic Technician,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,3211.0,3211,29-2035 
1062,Telephone And Broadband Technician,Information and Communication,Wired telecommunications activities,Not Higher Education,No,No,3522.0,3522,17-3023
1063,Television Producer Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,2642.0,2642,27-3041 
1064,Tender Planning & Estimating Staff (Construction),Construction,Construction of buildings,Not Higher Education,No,No,2423.0,2423,21-1012 
1065,Terminologist,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2643.0,2643,27-3091
1066,Ticket Issuing / Travel Clerk (Transportation and Storage),Transportation and Storage,"Transport via railways, Transport via buses, Other land transport, Inland water transport",Higher Education,No,Yes,4221.0,4221,43-4181
1067,Ticketing and Reservations Agent,Accommodation and Food Service Activities,"Travel agency, tour operator and other reservation service and related activities",Higher Education,No,No,4221.0,4221,43-4181
1068,TIG Plate Welder (Carbon Steel),Construction,Other specialized construction activities,Not Higher Education,No,No,7212.0,7212,51-4122 
1069,Tikog Farmer,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,6118.0,6113,45-2091
1070,Tilapia Farm Technician,"Agriculture, Forestry, and Fishing",Aquaculture,Not Higher Education,No,No,6221.0,6221 p,45-2093
1071,Tile Setter,Construction,Construction of buildings,Not Higher Education,No,No,7122.0,7122,47-2044
1072,Tinsmith (Automotive Manufacturing),Manufacturing                                                ,Manufacture of motor vehicles,Not Higher Education,No,No,7213.0,7213,51-4192
1073,Tinsmith (HVAC/R Worker),"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,7213.0,7213,51-4192
1074,Tinsmiths,Construction,Building completion and finishing,Not Higher Education,No,No,7213.0,7213,51-4192
1075,TLE (Agricultural Track) Teacher,Education,Secondary/high school education,Higher Education,Yes,No,2320.0,2320,25-2032
1076,TLE (Industrial Arts) Teacher,Education,Secondary/high school education,Higher Education,Yes,No,2355.0,2355,25-3099 
1077,TLE (Industrial Technology) Teacher,Education,Secondary/high school education,Higher Education,Yes,No,2320.0,2320,25-2032
1078,Tool Maker,Manufacturing                                                ,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,7222.0,7222,51-4192
1079,Toolkeepers,Construction,Other specialized construction activities,Not Higher Education,No,No,4321.0,4321,43-5111
1080,Tour Operations Staff,Accommodation and Food Service Activities,Other accommodation,Not Higher Education,No,No,3339.0,3339,41-9099 
1081,Tourism Information Clerk,Accommodation and Food Service Activities,"Travel agency, tour operator and other reservation service and related activities",Higher Education,No,Yes,4221.0,4221,43-4181
