Job Title,Job Sector,Job Subsector,Educational Pathway,HEI with PRC (Professional Regulation Commission) Exam,Some HEI,PSOC,ISCO,SOC,AIOE,major_minor
Prosthetic Technician,Human Health and Social Work Activities,Medical and dental practice activities,Not Higher Education,No,No,3214.0,3214,51-9082 ,-0.5991104850042395,51
Protocol Officer,Public Administration and Defense; Compulsory Social Security,Foreign affairs,Higher Education,No,No,5414.0,5414,33-9093 ,-0.6111767983055003,33
Public Administration Aide,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,Yes,3343.0,3343,43-6011,0.9869789708672666,43
Public Attendant / Public Area Cleaner,Administrative and Support Service Activities,Cleaning activities,Not Higher Education,No,No,9613.0,9613,37-3019,-0.6341706741709909,37
Public Health Research Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3256.0,3256,31-9092,0.04654632180638959,31
Public Policy Officer,Public Administration and Defense; Compulsory Social Security,Public Administration and Other Executive Offices,Higher Education,No,No,2422.0,2422,13-1199,0.437657911612694,13
Publishing Coordinator,Information and Communication,"Publishing of books, periodicals and other publishing activities",Higher Education,No,Yes,2166.0,2166,27-1024,0.6558359528610636,27
Purchasing and Supply Logistics Clerks (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,No,4322.0,4322,43-5061 ,0.754947524675795,43
Purchasing Officer (Tourism),Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,No,3323.0,3323,13-1023,1.4064352471964678,13
PV System Designer,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,2151.0,2151,17-2071,0.9969931335605551,17
PV Systems Installation Technician,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,3113.0,3113,17-3024,-0.3880986218292488,17
Pyrotechnician,"Arts, Entertainment and Recreation",Other amusement and recreation activities,Not Higher Education,No,No,7542.0,7542,47-5032,-0.879302996229517,47
QA/QA Test Engineer Associate,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,2512.0,2512,15-1133,1.388784111523391,15
Quality Auditor,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,3119.0,3119,53-6041,0.30196800574182847,53
Quality Control Chemist,Manufacturing                                                ,Manufacture of basic chemicals,Higher Education,Yes,No,2113.0,2113,19-2032,1.1289816613328132,19
Quality Control Supervisors / Engineers (Construction),Construction,Construction of buildings,Higher Education,Yes,No,3119.0,3119,53-6041,0.30196800574182847,53
Quality Controller,"Agriculture, Forestry, and Fishing",Post-harvest crop activities,Higher Education,No,No,3119.0,3119,53-6041,0.30196800574182847,53
Quality Improvement Analyst,Manufacturing                                                ,"Other manufacturing, n.e.c.",Higher Education,No,No,2519.0,2519,15-1299,1.388784111523391,15
Quantity Surveyors (Construction),Construction,Demolition and site preparation,Not Higher Education,No,No,2149.0,2149,17-2199,0.42635454248385546,17
R&D Chef,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Higher Education,No,No,4416.0,4416,43-4161 ,1.2623911599504438,43
R&D Food Specialist,Manufacturing                                                ,Manufacture of other food products,Higher Education,Yes,No,,,19-1012,0.6068463146592316,19
Radiation Therapist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,3211.0,3211,29-2035 ,-0.20865565249295095,29
Radiation Therapy Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,3211.0,3211,29-2035 ,-0.20865565249295095,29
Radio Producer Assistant,Information and Communication,Radio broadcasting,Higher Education,No,Yes,2642.0,2642,27-3041 ,1.0358423916827189,27
Radiological Health Assistant,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,5329.0,5329,31-9099,-0.6063787257456854,31
Real Estate Assistant,Real Estate Activities,Real Estate Activities with Own or Leased Property,Higher Education,No,Yes,3334.0,3334,41-9022,0.7706851547579093,41
Real Estate Salesperson,Real Estate Activities,Real estate activities on a fee or contract basis,Not Higher Education,No,No,3334.0,3334,41-9022,0.7706851547579093,41
Records Officer (Criminal Justice),Public Administration and Defense; Compulsory Social Security,Public administration and defense; compulsory social security,Higher Education,No,No,4110.0,4110,43-9061 ,0.8956086195344649,43
Recreation Worker,Human Health and Social Work Activities,Other human health activities,Higher Education,No,No,3253.0,3253,21-1094 ,-0.0632242294411926,21
Recreational Activities Attendant,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,5113.0,5113,39-7012,0.37645664910699317,39
Recruitment Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,2423.0,2423,21-1012 ,1.321753213546424,21
Registered Forester,"Agriculture, Forestry, and Fishing",Silviculture and other forestry activities,Higher Education,Yes,No,3143.0,3143,19-4071,-0.7727476275783224,19
Registered Naval Architect,Manufacturing                                                ,Building of ships and boats,Higher Education,Yes,No,2149.0,2149,17-2199,0.42635454248385546,17
Registered Nurse,Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,2221.0,2221,29-1171 ,0.18706776169459535,29
Registered Radiologic Technologist,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,3211.0,3211,29-2035 ,-0.20865565249295095,29
Religious Education Teacher,Education,Other education services,Higher Education,Yes,No,2330.0,2330,25-2031,1.1170470851261018,25
Religious Outreach Worker,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,3413.0,3413,21-2099,0.7040484605627692,21
Religious Research Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,Yes,2310.0,2310,25-1199,0.7243196041937822,25
Religious Studies Teacher,Education,Other education services,Higher Education,Yes,No,2636.0,2636,21-2021 ,1.140300357801912,21
Research and Development Officer (Agriculture),"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,Yes,No,2132.0,2132,25-9021,0.7243196041937822,25
Research Assistant (Physical Sciences),"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,2143.0,2143,17-2081,1.3254379616673337,17
Research Associate – Public Affairs,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2432.0,2432,27-3031 ,1.1520491300591627,27
Research Clerk (Transportation and Storage),Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,4227.0,4227,43-4111 ,1.1873154955236864,43
Reservations Clerk,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,4225.0,4225,43-4171,0.9380611170416764,43
Resort Marketing and Events Officer,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,No,2431.0,2431,27-3043 ,0.697709572118294,27
Respiratory Therapy Assistant,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,No,Yes,3256.0,3256,31-9092,0.04654632180638959,31
Respite Services Home Care Coordinator,Human Health and Social Work Activities,Other human health activities,Higher Education,No,Yes,2269.0,2269,29-9092 ,1.438219081204524,29
Restaurant Crew,Accommodation and Food Service Activities,Restaurants and mobile food service activities,Not Higher Education,No,No,5131.0,5131,35-3041 ,-0.8717900205685837,35
Rewards Specialist,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,2351.0,2351,25-9031,1.2641879840632628,25
RF Systems Engineer,Manufacturing                                                ,Manufacture of communication equipment,Higher Education,Yes,No,2153.0,2153,17-2072,0.701947303775666,17
Rice Farmer,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Not Higher Education,No,No,6111.0,6111,45-2091,-1.25411250441255,45
Rice Land Preparation Machinery Operator (Hand Tractor),"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,8341.0,8341,45-4022,-1.1116096362751187,45
Rice Production Assistant,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,No,Yes,3142.0,3142,19-4011,1.2714488780375865,19
Ride Operator,"Arts, Entertainment and Recreation",Other amusement and recreation activities,Not Higher Education,No,No,7413.0,7413,49-9051,-1.3437172814565186,49
Rigger,Construction,Demolition and site preparation,Not Higher Education,No,No,7215.0,7215,49-9096,-1.3253889750427845,49
Rigid On-Highway Dump Truck Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8332.0,8332,53-3032,-1.2009419361981832,53
Risk Analyst,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,2413.0,2413,13-2061,1.4308908224253862,13
Risk Management Assistant,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,Yes,3321.0,3321,41-3021,1.2505173651830495,41
Road Roller [Compactor] Operator,Construction,Demolition and site preparation,Not Higher Education,No,No,8342.0,8342,47-5022,-1.2533360568016358,47
Rolling Stock Technician,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,7231.0,7231,49-3093,-1.6626591703110543,49
Room Attendant,Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,Yes,5321.0,5321,31-1014 ,-0.5333720364723773,31
Rough And Finishing Carpenter,Construction,Construction of buildings,Not Higher Education,No,No,7115.0,7115,47-2031,-1.2767608436154931,47
Rough Mason,Construction,Construction of buildings,Not Higher Education,No,No,7113.0,7113,47-4091 ,-1.0905341706192582,47
Route Planner,Transportation and Storage,Support activities for transportation,Higher Education,No,Yes,4323.0,4323,43-5032,1.096197891448219,43
Rural Development Assistant,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Higher Education,No,Yes,3412.0,3412,21-1093,0.7040484605627692,21
Rural Health Field Researcher,Human Health and Social Work Activities,Other human health activities,Higher Education,No,No,3253.0,3253,21-1094 ,-0.0632242294411926,21
Safety Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,3257.0,3257,53-6051,-0.6654977504716957,53
Safety Officer (Hotel),Accommodation and Food Service Activities,Short term accommodation activities,Higher Education,No,No,3257.0,3257,53-6051,-0.6654977504716957,53
Sailing Coach,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,3423.0,3423,39-9031,-2.1445563057878494,39
Sales Assistant (High School),Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized stores,Not Higher Education,No,No,5223.0,5223,41-2031,-0.012635725361676425,41
Sales Associate,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized and specialized stores,Higher Education,No,Yes,4120.0,4120,43-6014,1.0064736472881555,43
Salt Contractor,Manufacturing                                                ,Manufacture of other food products,Not Higher Education,No,No,6340.0,6340,45-3031,-1.4690113547007615,45
Sandblasting Crew,Construction,Construction of utility projects,Not Higher Education,No,No,9313.0,9313,47-3019,-1.2533360568016358,47
Sanitary Engineer,Manufacturing                                                ,Manufacture of medical and dental instruments and supplies,Higher Education,No,No,2143.0,2143,17-2081,1.3254379616673337,17
Sanitary Landfill Facility (SLF) Spotter,"Water Supply; Sewerage, Waste Management and Remediation     ",Waste treatment and disposal,Not Higher Education,No,No,9312.0,9312,47-4061,-1.5099196207251084,47
Sanitation and Disinfection Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,Yes,No,3257.0,3257,53-6051,-0.6654977504716957,53
Sanitation Inspector,Human Health and Social Work Activities,Human health activities,Higher Education,No,No,3257.0,3257,53-6051,-0.6654977504716957,53
SCADA Systems Operator,Manufacturing                                                ,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",Not Higher Education,No,No,3139.0,3139,51-9162,-0.15282946864189792,51
Scaffolder,Construction,Construction of buildings,Not Higher Education,No,No,7119.0,7119,49-9095,-1.525052391008409,49
Science Content Associate,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2432.0,2432,27-3031 ,1.1520491300591627,27
Science Laboratory Assistant,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,Yes,3212.0,3212,29-2012,-0.48497200740066854,29
Science Subject Teacher,Education,"Primary/elementary education, Secondary/high school education",Higher Education,Yes,No,2330.0,2330,25-2031,1.1170470851261018,25
Screed Operator (Heavy Equipment),Construction,Demolition and site preparation,Not Higher Education,No,No,8342.0,8342,47-5022,-1.2533360568016358,47
Scriptwriter,"Arts, Entertainment and Recreation","Creative, Arts and Entertainment Activities",Higher Education,No,No,2641.0,2641,27-3043,0.697709572118294,27
Sculptor Apprentice,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2651.0,2651,27-1013,-0.673807460441017,27
Sea Patrol (Bantay Dagat),Public Administration and Defense; Compulsory Social Security,Public Administration and Defense; Compulsory Social Security,Not Higher Education,No,No,5414.0,5414,33-9093 ,-0.6111767983055003,33
Seafarers,Transportation and Storage,Sea and coastal water transport,Higher Education,No,No,3152.0,3152,53-5021,-0.8093223179968441,53
Seamer Operator,Manufacturing                                                ,Manufacture of parts and accessories for motor vehicles,Not Higher Education,No,No,8183.0,8183,51-9111,-1.0863355180287686,51
Seaweed Nursery Operator,"Agriculture, Forestry, and Fishing",Aquaculture,Not Higher Education,No,No,6222.0,6221 p,45-2092,-2.2023735538992737,45
Seaweed Processor,Manufacturing                                                ,"Processing and preserving of fish, crustaceans and mollusks",Not Higher Education,No,No,6222.0,6221 p,51-9199,-0.9310742592864005,51
Security Analyst Associate,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,2529.0,2529,15-1299,1.388784111523391,15
Security Guard,Administrative and Support Service Activities,Private security activities,Not Higher Education,No,No,5414.0,5414,33-9093 ,-0.6111767983055003,33
Security Operations Center (SOC) Analyst,Information and Communication,"Data processing, hosting and related activities; web portals",Not Higher Education,No,No,2529.0,2529,15-1299,1.388784111523391,15
Security Operations Staff,Administrative and Support Service Activities,Private security activities,Higher Education,No,No,5414.0,5414,33-9093 ,-0.6111767983055003,33
Semiconductor Machine Technician,Manufacturing                                                ,Manufacture of electronic components,Not Higher Education,No,No,3114.0,3114,17-3023,0.14718462276569041,17
Semiconductor Operator,Manufacturing                                                ,Manufacture of electronic components,Not Higher Education,No,No,,,51-9161,-0.7604848548728056,51
Semiconductor Production Operator,Manufacturing                                                ,Manufacture of electronic components,Not Higher Education,No,No,8189.0,8189,53-7011,-0.8615378559687488,53
Seminary Support Staff,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,4111.0,,21-2099,0.7040484605627692,21
Senior Caregiver,Human Health and Social Work Activities,Residential care activities for the elderly and disabled,Not Higher Education,No,No,5321.0,5321,31-1014 ,-0.5333720364723773,31
Service Vehicle Drivers,Construction,Construction of buildings,Higher Education,No,No,8322.0,8322 p,53-3053,-0.662541928995153,53
Session Guitarist,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2652.0,2652,27-2042,-0.13514658589602044,27
Shipper and Receiver,Transportation and Storage,Postal activities,Higher Education,No,No,4323.0,4323,43-5032,1.096197891448219,43
Shoe Cutter,Manufacturing                                                ,Manufacture of footwear,Not Higher Education,No,No,7536.0,7536,51-6041,-0.9817178812461512,51
Sign Language Teaching Aide,Education,Other Education,Higher Education,No,Yes,2643.0,2643,27-3091,0.9909846410343951,27
Site Accounting Assistant (Construction),Construction,Construction of buildings,Higher Education,No,Yes,4311.0,4311,43-3031,0.9469281462772959,43
Site Engineering Assistant (Licensed Civil Engineer),Construction,"Construction of buildings, Construction of roads and railways, Construction of utility projects, Construction of other civil engineering projects",Higher Education,Yes,No,2142.0,2142,17-2051 ,1.2938017753796889,17
Site HR Officers,Construction,Construction of utility projects,Not Higher Education,No,No,4416.0,4416,43-4161 ,1.2623911599504438,43
Site Monitoring Specialist,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,No,3514.0,3514,15-1244,0.694726535544861,15
Skid Loader Operators,Construction,Construction of utility projects,Not Higher Education,No,No,8342.0,8342,47-5022,-1.2533360568016358,47
Slitter,Manufacturing                                                ,Manufacture of other fabricated metal products; metal working service activities,Not Higher Education,No,No,7315.0,7315,51-9195,-1.3245302836040018,51
Social Enterprise Assistant,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,Yes,3412.0,3412,21-1093,0.7040484605627692,21
Social Listening Research Assistant,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,Yes,2642.0,2642,27-3041 ,1.0358423916827189,27
Social Media Content Creator,Information and Communication,"Motion picture, video and television programme activities",Not Higher Education,No,No,2431.0,2431,27-3043 ,0.697709572118294,27
Social Media Manager,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2432.0,2432,27-3031 ,1.1520491300591627,27
Social Policy Analyst,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2422.0,2422,13-1199,0.437657911612694,13
Social Welfare Assistant (Healthcare),Human Health and Social Work Activities,Social work activities without accommodation for the elderly and disabled,Higher Education,Yes,No,3412.0,3412,21-1093,0.7040484605627692,21
Social Work Associate,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,Yes,No,2635.0,2635,21-1099,0.7040484605627692,21
Software Quality Assurance Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,2519.0,2519,15-1299,1.388784111523391,15
Soil And Nutrient Technologist,"Agriculture, Forestry, and Fishing",Plant propagation,Not Higher Education,No,No,2132.0,2132,25-9021,0.7243196041937822,25
Soil and Plant Lab Technician,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,3142.0,3142,19-4011,1.2714488780375865,19
Soil and Plant Scientists,"Professional, Scientific and Technical Activities",Research and experimental development on natural sciences and engineering,Higher Education,No,No,2132.0,2132,25-9021,0.7243196041937822,25
Solar Night Light And Post Lamp Assembler,Manufacturing                                                ,Manufacture of electric lighting equipment,Not Higher Education,No,No,8212.0,8212,51-9194,-0.7447411756253555,51
Sonar Fishing Operator,"Agriculture, Forestry, and Fishing",Fishing,Not Higher Education,No,No,6222.0,6221 p,45-3031,-1.4690113547007615,45
Sonar Technician,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,3521.0,3521,27-4099 ,0.6558359528610636,27
Sound Technician,Information and Communication,Sound recording and music publishing activities,Higher Education,No,Yes,3521.0,3521,27-4099 ,0.6558359528610636,27
Specialized Carpenter,Construction,Construction of buildings,Not Higher Education,No,No,7115.0,7115,47-2031,-1.2767608436154931,47
SPED Teacher,Education,Other education services,Higher Education,Yes,No,2352.0,2352,25-2059 ,-0.704589113773993,25
SPED Teacher (Primary),Education,Pre-primary education,Higher Education,Yes,No,2352.0,2352,25-2059 ,-0.704589113773993,25
SPED Teacher (Secondary),Education,Secondary/high school education,Higher Education,Yes,No,2352.0,2352,25-2059 ,-0.704589113773993,25
Speech Therapy Aide,Human Health and Social Work Activities,Medical and dental practice activities,Higher Education,Yes,No,2266.0,2266,29-1181,0.6225181228992671,29
Speed Limitation Device Installer,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,7422.0,7422,49-9052,-1.1924358138797408,49
Sports Coach,Education,Other education services,Higher Education,Yes,No,3422.0,3422 p,27-2022,0.017096591424860003,27
Sports Events Assistant,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,3332.0,3332,13-1121,0.2761211053711379,13
Sports Program Assistant,"Arts, Entertainment and Recreation",Sports activities,Higher Education,No,Yes,3422.0,3422 p,39-9031,-2.1445563057878494,39
Spotters,Construction,Other specialized construction activities,Not Higher Education,No,No,9313.0,9313,47-3019,-1.2533360568016358,47
Stage Performer,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,No,2655.0,2655,27-2011,0.059566552201174086,27
Stamping Machine Operators,Construction,Construction of buildings,Higher Education,Yes,No,7223.0,7223,51-4199,-0.9310742592864005,51
Startup Operations Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2423.0,2423,21-1012 ,1.321753213546424,21
Startup Program Intern,Administrative and Support Service Activities,"Business support service activities, n.e.c.",Higher Education,No,No,2423.0,2423,21-1012 ,1.321753213546424,21
Statistical Assistant,Financial and Insurance Activities,"Activities auxiliary to financial service, except insurance and pension funding",Higher Education,No,Yes,3314.0,3314,43-9111,1.2270180182376416,43
Steelman,Construction,Construction of buildings,Not Higher Education,No,No,7214.0,7214,51-2041,-1.2419743399059056,51
Store Display Assistant,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale of cultural and recreation goods in specialized stores,Higher Education,No,Yes,5242.0,5242,41-9011 ,0.02386735833034993,41
Store Keeper,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized stores,Not Higher Education,No,No,5221.0,5221,11-1021,0.9423290772346642,11
Store Supervisor Trainee,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,Retail sale in non-specialized and specialized stores,Higher Education,No,No,5222.0,5222,41-1011,-0.08129849969600597,41
Storyboard Assistant,"Arts, Entertainment and Recreation","Creative, arts and entertainment activities",Higher Education,No,Yes,2654.0,2654,27-4032 ,0.8385755305279295,27
Strategic Communications Officer,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2432.0,2432,27-3031 ,1.1520491300591627,27
Strategic Communications Specialist,"Professional, Scientific and Technical Activities",Advertising,Higher Education,No,No,2513.0,2513,15-1134 ,1.388784111523391,15
Structural Design Technician,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,2142.0,2142,17-2051 ,1.2938017753796889,17
Structural Steel Erector,Construction,Construction of buildings,Not Higher Education,No,No,7214.0,7214,51-2041,-1.2419743399059056,51
Sugarcane Field Technician,"Agriculture, Forestry, and Fishing",Growing of non-perennial crops,Higher Education,No,Yes,3142.0,3142,19-4011,1.2714488780375865,19
Sugarcane Planter,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,8160.0,8160,51-9193,-1.0681009385814242,51
Supply Chain Officer (Healthcare),Human Health and Social Work Activities,Hospital activities,Higher Education,No,No,4321.0,4321,43-5111,-0.28798610046550455,43
Supply Chain Specialist,Transportation and Storage,Support activities for transportation,Not Higher Education,No,No,3333.0,3333,13-1074 ,-0.5392060186863261,13
Surf Instructor,Other Service Activities,"Personal services for wellness, except sports activities",Not Higher Education,No,No,3423.0,3423,39-9031,-2.1445563057878494,39
Surveillance Officer (CCTV Operation),Administrative and Support Service Activities,Security systems service activities,Higher Education,No,No,3521.0,3521,27-4099 ,0.6558359528610636,27
Surveying Technician,"Professional, Scientific and Technical Activities",Architectural and engineering activities and related technical consultancy,Higher Education,Yes,No,3112.0,3112,47-4011,-0.09497722576570897,47
Sustainability Assistant,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,Yes,2133.0,2133,19-2041 ,1.317259559340737,19
Swine Artificial Insemination Technician,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,3240.0,3240,31-9096,-0.9234261541013596,31
Swine Raiser/Farmer,"Agriculture, Forestry, and Fishing",Animal production,Not Higher Education,No,No,6127.0,612 p,45-2093,-1.2171340525284933,45
System Formworks Installer,Construction,"Electrical, plumbing and other construction installation activities",Not Higher Education,No,No,7114.0,7114,47-4091,-1.0905341706192582,47
Systems Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,2411.0,2411,13-2082,1.2928140179594079,13
Tailor,Manufacturing                                                ,Custom tailoring and dressmaking,Not Higher Education,No,No,7531.0,7531,51-6052,-0.6481493237110207,51
Talent Acquisition and Development Officer (Healthcare),Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Higher Education,No,No,2424.0,2424,13-1151 ,1.125301054038325,13
Talent Acquisition Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,2422.0,2422,13-1199,0.437657911612694,13
Talent Attraction and Management Associate,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,Yes,2423.0,2423,21-1012 ,1.321753213546424,21
Talent Management Specialist,Administrative and Support Service Activities,Other human resources provision,Higher Education,No,No,2423.0,2423,21-1012 ,1.321753213546424,21
Tappers,"Agriculture, Forestry, and Fishing",Support activities to agriculture and post-harvest crop activities,Not Higher Education,No,No,6117.0,6112,45-2091,-1.25411250441255,45
Taro Processor,Manufacturing                                                ,Processing and preserving of fruits and vegetables,Not Higher Education,No,No,8160.0,8160,51-9193,-1.0681009385814242,51
Tax Accountant,Financial and Insurance Activities,"Accounting, bookkeeping and auditing activities; tax consultancy",Higher Education,Yes,No,2411.0,2411,13-2082,1.2928140179594079,13
Taxi Drivers,Transportation and Storage,Other land transport,Not Higher Education,No,No,8322.0,8322 p,53-3054,-0.8093223179968441,53
Technical Communicator,"Professional, Scientific and Technical Activities","Other professional, scientific and technical activities, n.e.c.",Higher Education,No,No,2641.0,2641,27-3043,0.697709572118294,27
Technical Project Assistant,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,Yes,3512.0,3512,15-1151 ,1.388784111523391,15
Technical Support Specialist,Information and Communication,"Computer programming, consultancy and related activities",Higher Education,No,No,3511.0,3511,15-1299,1.388784111523391,15
Technology Operations Assistant,Information and Communication,"Computer Programming, Consultancy and Related Activities",Higher Education,No,Yes,3512.0,3512,15-1151 ,1.388784111523391,15
Telecommunications Engineer,Information and Communication,Wired telecommunications activities,Higher Education,No,No,2153.0,2153,17-2072,0.701947303775666,17
Telediagnostic Technician,Human Health and Social Work Activities,"Other social work activities without accommodation, n.e.c.",Not Higher Education,No,No,3211.0,3211,29-2035 ,-0.20865565249295095,29
Telephone And Broadband Technician,Information and Communication,Wired telecommunications activities,Not Higher Education,No,No,3522.0,3522,17-3023,0.14718462276569041,17
Television Producer Assistant,Information and Communication,Programming and Broadcasting Activities,Higher Education,No,Yes,2642.0,2642,27-3041 ,1.0358423916827189,27
Tender Planning & Estimating Staff (Construction),Construction,Construction of buildings,Not Higher Education,No,No,2423.0,2423,21-1012 ,1.321753213546424,21
Terminologist,"Professional, Scientific and Technical Activities",Research and experimental development on social sciences and humanities,Higher Education,No,No,2643.0,2643,27-3091,0.9909846410343951,27
Ticket Issuing / Travel Clerk (Transportation and Storage),Transportation and Storage,"Transport via railways, Transport via buses, Other land transport, Inland water transport",Higher Education,No,Yes,4221.0,4221,43-4181,0.12839021508751947,43
Ticketing and Reservations Agent,Accommodation and Food Service Activities,"Travel agency, tour operator and other reservation service and related activities",Higher Education,No,No,4221.0,4221,43-4181,0.12839021508751947,43
TIG Plate Welder (Carbon Steel),Construction,Other specialized construction activities,Not Higher Education,No,No,7212.0,7212,51-4122 ,-1.063027898104206,51
Tikog Farmer,"Agriculture, Forestry, and Fishing",Growing of perennial crops,Not Higher Education,No,No,6118.0,6113,45-2091,-1.25411250441255,45
Tilapia Farm Technician,"Agriculture, Forestry, and Fishing",Aquaculture,Not Higher Education,No,No,6221.0,6221 p,45-2093,-1.2171340525284933,45
Tile Setter,Construction,Construction of buildings,Not Higher Education,No,No,7122.0,7122,47-2044,-1.4068865226532894,47
Tinsmith (Automotive Manufacturing),Manufacturing                                                ,Manufacture of motor vehicles,Not Higher Education,No,No,7213.0,7213,51-4192,-0.8279343464389866,51
Tinsmith (HVAC/R Worker),"Electricity, Gas, Steam and Air Conditioning Supply","Electric power generation, transmission and distribution",Not Higher Education,No,No,7213.0,7213,51-4192,-0.8279343464389866,51
Tinsmiths,Construction,Building completion and finishing,Not Higher Education,No,No,7213.0,7213,51-4192,-0.8279343464389866,51
TLE (Agricultural Track) Teacher,Education,Secondary/high school education,Higher Education,Yes,No,2320.0,2320,25-2032,0.29998780688186255,25
TLE (Industrial Arts) Teacher,Education,Secondary/high school education,Higher Education,Yes,No,2355.0,2355,25-3099 ,0.7243196041937822,25
