Provider Name,Class Name,Region Name,Province Name,City Name,Address,focal,phone,e mail,Qualification,Trainer Count,Enrolled,Graduates
"SANTO NIÑO AGRICULTURE AND MACHINERY TECHNICAL INSTITUTE, INC.",TVIs,Region XI - Davao,Davao del Norte,Carmen,"Purok 2A, Sto. NIÑO, Carmen, Davao del Norte",ATTY. HECTOR GERARD C. BELISARIO,(084) 628-5479,santoninoagricultureandmachine@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,0,0,69
"SANTO NIÑO AGRICULTURE AND MACHINERY TECHNICAL INSTITUTE, INC.",TVIs,Region XI - Davao,Davao del Norte,Carmen,"Purok 2A, Sto. NIÑO, Carmen, Davao del Norte",ATTY. HECTOR GERARD C. BELISARIO,(084) 628-5479,santoninoagricultureandmachine@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,0,0,74
SANTO TOMAS TECHNOLOGICAL INTERNATIONAL SCHOOL (STTIS) INC.,TVIs,Region II - Cagayan Valley,Isabela,Santo Tomas,"King Taner Arcade, Centro, Sto. Tomas, Isabela",AILEEN P. UYCHUTIN,0936-044-4916,auychutin.tvetconnect@gmail.com,Caregiving (Elderly) NC II,1,22,0
SANTO TOMAS TECHNOLOGICAL INTERNATIONAL SCHOOL (STTIS) INC.,TVIs,Region II - Cagayan Valley,Isabela,Santo Tomas,"King Taner Arcade, Centro, Sto. Tomas, Isabela",AILEEN P. UYCHUTIN,0936-044-4916,auychutin.tvetconnect@gmail.com,Computer Systems Servicing NC II,0,0,55
SAV1 SKILLS TRAINING AND DEVELOPMENT CENTER INC.,TVIs,National Capital Region (NCR),MUNTIPARLASTAPAT,Parañaque City,"2nd Floor Fortuna Bldg., 8338 Dr. A. Santos Ave., Brgy. San Isidro, Parañaque City","PATERNO P. CLAPIS, JR.",09094939012 / 8-825-5914,sav1trainingcenter@gmail.com,Bookkeeping NC III,0,0,140
"SAVER'S TECHNOLOGICAL COLLEGE OF DAVAO, INC.",TVIs,Region XI - Davao,Davao del Sur,City of Digos,"Roxas Corner Tirad Pase St., Digos City",LARRY O. CERBO ,09184445405,saverscollege2020@gmail.com,Automotive Servicing (Chassis Repair) NC II,1,12,0
"SAVER'S TECHNOLOGICAL COLLEGE OF DAVAO, INC.",TVIs,Region XI - Davao,Davao del Sur,City of Digos,"Roxas Corner Tirad Pase St., Digos City",LARRY O. CERBO ,09184445405,saverscollege2020@gmail.com,Automotive Servicing NC I,1,34,34
"SBG TRAINING CENTER, INC.",TVIs,Region IVA - CALABARZON,Laguna,City of Santa Rosa,"3rd Floor Margarita Commercial Center, Mariquita Pueblo, Brgy. Dita, City of Santa Rosa, Laguna",MARY JOSHUA M. CASTROVERDE,09217998451,maryjoshuamanrique@gmail.com,Contact Center Services NC II,3,50,55
SBR TECHNICAL EDUCATION TRAINING CENTER INC.,TVIs,Region VII - Central Visayas,Bohol,Tagbilaran City,"4932-A1 CPG North Ave., Manga Dist. Tagbilaran, City ",CAPT. SERVANDO B. CANTAROS,038-4127025,sbrtetci.bohol@gmail.com,Computer Systems Servicing NC II,1,20,19
SBR TECHNICAL EDUCATION TRAINING CENTER INC.,TVIs,Region VII - Central Visayas,Bohol,Tagbilaran City,"4932-A1 CPG North Ave., Manga Dist. Tagbilaran, City ",CAPT. SERVANDO B. CANTAROS,038-4127025,sbrtetci.bohol@gmail.com,Driving NC II,0,0,55
SBR TECHNICAL EDUCATION TRAINING CENTER INC.,TVIs,Region VII - Central Visayas,Bohol,Tagbilaran City,"4932-A1 CPG North Ave., Manga Dist. Tagbilaran, City ",CAPT. SERVANDO B. CANTAROS,038-4127025,sbrtetci.bohol@gmail.com,Electrical Installation and Maintenance NC II,1,28,0
SBR TECHNICAL EDUCATION TRAINING CENTER INC.,TVIs,Region VII - Central Visayas,Bohol,Tagbilaran City,"4932-A1 CPG North Ave., Manga Dist. Tagbilaran, City ",CAPT. SERVANDO B. CANTAROS,038-4127025,sbrtetci.bohol@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,0,0,27
SBR TECHNICAL EDUCATION TRAINING CENTER INC.,TVIs,Region VII - Central Visayas,Bohol,Tagbilaran City,"4932-A1 CPG North Ave., Manga Dist. Tagbilaran, City ",CAPT. SERVANDO B. CANTAROS,038-4127025,sbrtetci.bohol@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,2,29,0
SCD BOOKKEEPING TRAINING CENTER INC.,TVIs,Region X - Northern Mindanao,Bukidnon,City of Malaybalay,"Purok 4, Laguitas, Malaybalay City",ARNIE PEREZ DIEL,09753666944,shelladiel0123@gmail.com,Bookkeeping NC III,1,4,1
"SCHOLA ANGELICUS, INC.",TVIs,Region IVA - CALABARZON,Laguna,Cabuyao,"NIA Road, Brgy. San Isidro, Cabuyao City, Laguna",Leonila C. Daluz,09985846575,scholaangelicus@gmail.com,Electrical Installation and Maintenance NC II,2,30,0
"SCHOOL FOR EXPERIENTIAL AND ENTREPRENEURIAL DEVELOPMENT (SEED), INC.",TVIs,Region VIII - Eastern Visayas,Leyte,Dulag,"Camposano De Paz GK Village, Brgy. Tabu, Dulag, Leyte",Norhaya Demacaling,0917-651-8269,info.leyte@seed.edu.ph,Organic Agriculture Production NC II,1,33,30
"SCHOOL OF KNOWLEDGE FOR INDUSTRIAL LABOR, LEADERSHIP AND SERVICE, INC.",TVIs,Region VII - Central Visayas,Cebu,Cebu City,"SKILLS Campus, Gen. Maxilom Ave., Cebu City ","WILLIAM CHRISTOPHER U. LIU, JR.                              ",234-6102           254-8163,project.manager@skills.com.ph,Electrical Installation and Maintenance NC II,1,31,0
"SCHOOL OF KNOWLEDGE FOR INDUSTRIAL LABOR, LEADERSHIP AND SERVICE, INC.",TVIs,Region VII - Central Visayas,Cebu,Cebu City,"SKILLS Campus, Gen. Maxilom Ave., Cebu City ","WILLIAM CHRISTOPHER U. LIU, JR.                              ",234-6102           254-8163,project.manager@skills.com.ph,Food and Beverage Services NC II,1,113,0
"SCHOOL OF KNOWLEDGE FOR INDUSTRIAL LABOR, LEADERSHIP AND SERVICE, INC.",TVIs,Region VII - Central Visayas,Cebu,Cebu City,"SKILLS Campus, Gen. Maxilom Ave., Cebu City ","WILLIAM CHRISTOPHER U. LIU, JR.                              ",234-6102           254-8163,project.manager@skills.com.ph,Hilot (Wellness Massage) NC II,1,8,0
"SCHOOL OF KNOWLEDGE FOR INDUSTRIAL LABOR, LEADERSHIP AND SERVICE, INC.",TVIs,Region VII - Central Visayas,Cebu,Cebu City,"SKILLS Campus, Gen. Maxilom Ave., Cebu City ","WILLIAM CHRISTOPHER U. LIU, JR.                              ",234-6102           254-8163,project.manager@skills.com.ph,Housekeeping NC II,1,45,0
"SCHOOL OF KNOWLEDGE FOR INDUSTRIAL LABOR, LEADERSHIP AND SERVICE, INC.",TVIs,Region VII - Central Visayas,Cebu,Cebu City,"SKILLS Campus, Gen. Maxilom Ave., Cebu City ","WILLIAM CHRISTOPHER U. LIU, JR.                              ",234-6102           254-8163,project.manager@skills.com.ph,Tile Setting NC II,0,0,0
SCHOOL OF TECHNICAL KNOWLEDGE AND ASSESSMENT CENTER INC.,TVIs,Region I - Ilocos,Pangasinan,Santa Maria,"Zone 6, San Vicente, Santa Maria, Pangasinan",EDWIN I. TIBIGAR,09925054939,stkaciprivate28.ph@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,0,0,81
SCHOOL OF TECHNICAL KNOWLEDGE AND ASSESSMENT CENTER INC.,TVIs,Region I - Ilocos,Pangasinan,Santa Maria,"Zone 6, San Vicente, Santa Maria, Pangasinan",EDWIN I. TIBIGAR,09925054939,stkaciprivate28.ph@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,33,0
SCIENCE CITY CENTER FOR TECHNICAL SKILLS INC.,TVIs,Region III - Central Luzon,Nueva Ecija,Science City of Munoz,"Maharlika Highway Centro Bantug Science City of Muñoz, Nueva Ecija",ANA LIZZA P. DELA CRUZ,09058676586,centertech.inc@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,0,0,33
SCIENCE CITY CENTER FOR TECHNICAL SKILLS INC.,TVIs,Region III - Central Luzon,Nueva Ecija,Science City of Munoz,"Maharlika Highway Centro Bantug Science City of Muñoz, Nueva Ecija",ANA LIZZA P. DELA CRUZ,09058676586,centertech.inc@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,0,0,77
"SCIENTIA VOX MANTRADE INSTITUTE, INC.",TVIs,Region IVA - CALABARZON,Batangas,Taal,"48 G Marella St., Taal, Batangas",DARLYN NILBURTH D. BAUTISTA,(043)408-2410,svmii_2012@yahoo.com,Gas Tungsten Arc Welding (GTAW) NC II,0,0,27
"SCIENTIA VOX MANTRADE INSTITUTE, INC.",TVIs,Region IVA - CALABARZON,Batangas,Taal,"48 G Marella St., Taal, Batangas",DARLYN NILBURTH D. BAUTISTA,(043)408-2410,svmii_2012@yahoo.com,Housekeeping NC II,0,0,27
"SCIENTIA VOX MANTRADE INSTITUTE, INC.",TVIs,Region IVA - CALABARZON,Batangas,Taal,"48 G Marella St., Taal, Batangas",DARLYN NILBURTH D. BAUTISTA,(043)408-2410,svmii_2012@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,0,0,70
SDMF Skills Development for Maintenance and Fabrication and Technical Services Inc.,TVIs,Region VIII - Eastern Visayas,Leyte,Albuera,"National Road Sitio Cayagang, Brgy. San Pedro, Albuera, Leyte",JEREMIAH C. FERRER / PRESIDENT,09269492190,skillsdmf@gmail.com,Gas Tungsten Arc Welding (GTAW) NC II,0,0,59
SDMF Skills Development for Maintenance and Fabrication and Technical Services Inc.,TVIs,Region VIII - Eastern Visayas,Leyte,Albuera,"National Road Sitio Cayagang, Brgy. San Pedro, Albuera, Leyte",JEREMIAH C. FERRER / PRESIDENT,09269492190,skillsdmf@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,0,0,54
"SEA GEM TRAINING AND ASSESSMENT CENTER, INC.",TVIs,National Capital Region (NCR),City of Manila,"Malate, City of Manila","Grd. Flr. Marbella II Bldg. 2071 Roxas Blvd. Brgy. 701, Malate, Manila",RIZALINA D. CORDOVA ,252-1192,seagem629@gmail.com,Contact Center Services NC II,0,0,22
"SEAMAC INTERNATIONAL TRAINING INSTITUTE, INC.",TVIs,National Capital Region (NCR),City of Manila,"Sampaloc, City of Manila","867 G Tolentino Street, Sampaloc, Manila",TERESITA Y. MARCOS. MSBM,736-2279,ne.guarina@seamac.ph.education,Ships' Catering (Ships' Cooks) NC III,2,41,31
"SEAMAC INTERNATIONAL TRAINING INSTITUTE, INC.",TVIs,National Capital Region (NCR),City of Manila,"Sampaloc, City of Manila","867 G Tolentino Street, Sampaloc, Manila",TERESITA Y. MARCOS. MSBM,736-2279,ne.guarina@seamac.ph.education,Ship's Catering Services NC I,1,100,82
SEATECH MARITIME TRAINING AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),City of Manila,"Ermita, City of Manila","Ground Floor Trinity Bldg., TM Kalaw St., Ermita, Manila",RHEA P. DE LOS REYES,0962-995-8471/0905-231-3493/(02) 5310-2095,seatech.tesda@gmail.com,Ships' Catering (Ships' Cooks) NC III,1,9,9
SEATECH MARITIME TRAINING AND ASSESSMENT CENTER INC.,TVIs,National Capital Region (NCR),City of Manila,"Ermita, City of Manila","Ground Floor Trinity Bldg., TM Kalaw St., Ermita, Manila",RHEA P. DE LOS REYES,0962-995-8471/0905-231-3493/(02) 5310-2095,seatech.tesda@gmail.com,Ship's Catering Services NC I,1,68,48
SECOND LIFE EDUCATIONAL SERVICES INC.,TVIs,Region VIII - Eastern Visayas,Leyte,Palo,"2nd Floor, Leyte Academic Center, Pawing, Palo Leyte",EDWIN A. METANTE,053-888-5380,secondlifeeducational019@gmail.com,Housekeeping NC II,0,0,34
SEHALIAH AGRICULTURAL FARM,TVIs,Region IVA - CALABARZON,Cavite,Amadeo,"Purok 3 Dulong Ibaba, Brgy. Pangil, Conchu Rd. Amadeo, Cavite",MARIE ANNE CAJULIS DAPLAS,0917-819-6993,sehaliah.agrifarm@gmail.com,Agricultural Crops Production NC II,1,27,0
SELADES AGRICULTURAL LEARNING CENTER,Enterprise/Company,Region XIII - CARAGA,"Surigao del Sur
",Tago,"Cayale, Tago, Surigao del Sur",REYNALDO G. SELADES,09985422589,seladesfarmschool30@gmail.com,Animal Production (Swine) NC II,1,4,0
"SEMIRARA TRAINING CENTER, INC.",TVIs,Region VI - Western Visayas,Antique,Caluya,"Semirara Island, Caluya, Antique","FR. LAWRENCE G. LLONA, SVD",0946-106-7294,stci_semirara@yahoo.com,Computer Systems Servicing NC II,1,6,0
SEÑOR TESORO COLLEGE INC.,HEIs,Region I - Ilocos,Pangasinan,Calasiao,"Diversion Road, Brgy. San Miguel, Calasiao, Pangasinan",Jay Man G. Cardozo,(075) 517-3534/ 522-8575,stc.bridgetech@gmail.com,Bread and Pastry Production NC II,0,0,50
SEÑOR TESORO COLLEGE INC.,HEIs,Region I - Ilocos,Pangasinan,Calasiao,"Diversion Road, Brgy. San Miguel, Calasiao, Pangasinan",Jay Man G. Cardozo,(075) 517-3534/ 522-8575,stc.bridgetech@gmail.com,Cookery NC II,0,0,25
SEÑOR TESORO COLLEGE INC.,HEIs,Region I - Ilocos,Pangasinan,Calasiao,"Diversion Road, Brgy. San Miguel, Calasiao, Pangasinan",Jay Man G. Cardozo,(075) 517-3534/ 522-8575,stc.bridgetech@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,1,21,0
SEÑOR TESORO COLLEGE INC.,HEIs,Region I - Ilocos,Pangasinan,Calasiao,"Diversion Road, Brgy. San Miguel, Calasiao, Pangasinan",Jay Man G. Cardozo,(075) 517-3534/ 522-8575,stc.bridgetech@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,0,0,18
SENTRO NG KAGALINGANG PANGKA BUHAYAN (SIKAP) TRAINING CENTER ,LGU,Region V - Bicol,Albay,Libon,"LBRIC Zone 1, Libon, Albay",Jack S. Ragodon Jr.,(052) 4866436,sikaplibon@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,0,0,47
SGA SKILLS INSTITUTE AND ASSESSMENT CENTER INC.,TVIs,Autonomous Region in Muslim Mindanao (ARMM),Lanao del Sur,Marawi City,"MSU Rapasun, Marawi City, Lanao del Sur",NORRAIDAH G. AMPASO,09124411107,samshida1001@gmail.com,Computer Systems Servicing NC II,0,0,57
SHELL TRAINING FARM- BOMBON,TVIs,Region V - Bicol,Camarines Sur,Bombon,"Brgy. San Antonio, Bombon, Camarines Sur",MARIA PAMELA SANTOS CASTRO,09171407335,shelltrainingfarmbombon@gmail.com,Agricultural Crops Production NC II,1,60,60
SHEMA LEADERSHIP INSTITUTE OF SCIENCE AND TECHNOLOGY INC.,TVIs,Region IVA - CALABARZON,Rizal,Cainta,"LOT6 BLOCK4 ST. MARY ST.,BROOKSIDE HILLS SUBD., CAINTA, RIZAL",DIR. JEONG SOOK HWANG,655-2426,shema.listinc@gmail.com,Barista NC II,1,10,0
SHEPHERDS AND LAMBS TRAINING INSTITUTE INC.,TVIs,Region IVA - CALABARZON,Rizal,Teresa,"Corazon Aquino (formerly J Sumulong) Ave., Sitio Bulak, Brgy. Bagumbayan, Teresa, Rizal",CELINE MAE D.B. CORALDE,8681-2413/0917-298-7103,shepherdsandlambs12@gmail.com,Barista NC II,0,0,28
SHEPHERDS AND LAMBS TRAINING INSTITUTE INC.,TVIs,Region IVA - CALABARZON,Rizal,Teresa,"Corazon Aquino (formerly J Sumulong) Ave., Sitio Bulak, Brgy. Bagumbayan, Teresa, Rizal",CELINE MAE D.B. CORALDE,8681-2413/0917-298-7103,shepherdsandlambs12@gmail.com,Bread and Pastry Production NC II,0,0,14
"SIARGAO ISLAND INSTITUTE OF TECHNOLOGY, INC.",HEIs,Region XIII - CARAGA,Surigao del Norte,Dapa,"Brgy. 12, Dapa, Surigao del Norte",CAROL S. VILLAMOR,09095984751,siittesda@gmail.com,Bookkeeping NC III,0,0,18
"SIASI SKILLS DEVELOPMENT INSTITUTE, INC.",TVIs,Autonomous Region in Muslim Mindanao (ARMM),Sulu,Siasi,"Salip Sy residence, Barangay Tong-Tong, Siasi , Sulu",SISALI SALIP AMING,09657584745,siasiskillsdevinstitute@gmail.com,Cookery NC II,0,0,25
"SIBUGAY TECHNICAL INSTITUTE, INC",TVIs,Region IX - Zamboanga Peninsula,Zamboanga Sibugay,Ipil,"Lower Taway, Ipil, Zamboanga Sibugay","DR. EUFEMIO D. JAVIER, JR.",062-333-2469,chiongnancytm@gmail.com,Cookery NC II,1,7,0
SICES INSTITUTE OF HEALTHCARE AND VOCATIONAL STUDIES INC.,TVIs,Region VII - Central Visayas,Cebu,Cebu City,"2/F Lims' Brotherhood Found. Bldg.  Llorente St., Capitol Site, Cebu City",AMORLINA D. VENTURILLO,"254-8324, 254-8323",sicescebucity@gmail.com,Caregiving NC II,2,20,46
"SIERA MADRE TECHNICAL INSTITUTE, INC.",TVIs,Region III - Central Luzon,Nueva Ecija,Gabaldon (Bitulok & Sabani),"Poblacion, Gabaldon, Nueva Ecija",REYNALDO S. ARINDAIN,0918-965-8243,sieramadre08@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,1,18,98
"SIERA MADRE TECHNICAL INSTITUTE, INC.",TVIs,Region III - Central Luzon,Nueva Ecija,Gabaldon (Bitulok & Sabani),"Poblacion, Gabaldon, Nueva Ecija",REYNALDO S. ARINDAIN,0918-965-8243,sieramadre08@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,0,0,159
"SILAY INSTITUTE, INCORPORATED",TVIs,Region VI - Western Visayas,Negros Occidental,Silay City,"Rizal Street, Silay City, Negros Occidental",Victoria S. Mellnick,495-1833,silayinstitutemis@gmail.com,Bookkeeping NC III,1,1,0
"SILAY INSTITUTE, INCORPORATED",TVIs,Region VI - Western Visayas,Negros Occidental,Silay City,"Rizal Street, Silay City, Negros Occidental",Victoria S. Mellnick,495-1833,silayinstitutemis@gmail.com,Housekeeping NC II,0,0,50
SILLIMAN UNIVERSITY,HEIs,Region VII - Central Visayas,Negros Oriental,Dumaguete City,"Hibbard Ave., Dumaguete City, Negros Oriental",BLANCHIE M. UTZURRUM,035-42260002,TEVEC@su.edu.ph,Animal Production (Ruminants) NC II,1,25,0
"SILVERPOINT TRAINING INSTITUTE OF INDUSTRIAL SECURITY, INC.",TVIs,National Capital Region (NCR),PASMAK,Pasay City,"Unit 401 4th Floor, El Feren’s Bldg., No. 2063-2067 F.B. Harrison St., cor. Gil J. Puyat Ave., Pasay City","ANGELIQUE KATE T. SILVA, RN, MBA, DHum",02-824-101-36 / 09183466180 / 09054541728,silverpoint2022.edu@gmail.com,Security Services NC II,1,52,86
Simeon Suan Vocational Technical College,TTI (School),Region IVB - MIMAROPA,Oriental Mindoro,Bansud,"Brgy. Pag-asa, Bansud,  Oriental Mindoro",ISRAFEL L. MANGUI,(043) 298-7097,ssvtc@tesda.gov.ph,Electrical Installation and Maintenance NC II,1,25,0
Simeon Suan Vocational Technical College,TTI (School),Region IVB - MIMAROPA,Oriental Mindoro,Bansud,"Brgy. Pag-asa, Bansud,  Oriental Mindoro",ISRAFEL L. MANGUI,(043) 298-7097,ssvtc@tesda.gov.ph,PV Systems Servicing NC III,1,3,3
Simeon Suan Vocational Technical College,TTI (School),Region IVB - MIMAROPA,Oriental Mindoro,Bansud,"Brgy. Pag-asa, Bansud,  Oriental Mindoro",ISRAFEL L. MANGUI,(043) 298-7097,ssvtc@tesda.gov.ph,Shielded Metal Arc Welding (SMAW) NC III,0,0,20
SIMPLICITY ACADEMY INC.,TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Simplicity Fairview Building, Lot 11 Block 2, Benevento Ave. Greater Lagro, Quezon City",Antoni Martin Gutierrez Escalona,0917-5929949,simplicityacademy.fairview@gmail.com,Events Management Services NC III,1,36,34
SINILOAN CAREGIVER TRAINING CENTER,TVIs,Region IVA - CALABARZON,Laguna,Siniloan,"G. Redor St. Siniloan, Laguna",Manuel P. Reyes,049-8130996 / 501-2492,sctc4a@gmail.com,Caregiving NC II,1,20,0
SINILOAN LFEYM TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region IVA - CALABARZON,Laguna,Siniloan,"J.P RIZAL ST. SINILOAN, LAGUNA",YOLANDA E. OLANO,09480451730/09949627090,lfeymsiniloan24@gmail.com,Caregiving NC II,1,35,15
SIPBAFAMCO DEMONSTRATION FARM AND TRAINING CENTER,Enterprise/Company,Region XIII - CARAGA,Agusan del Sur,Loreto,"Sitio Pag-asa, Sto. Niño, Loreto, Agusan del sur 8507"," ANTHONY S. SALAS, SVD",09189368535,salassvd@gmail.com,Organic Agriculture Production NC II,0,0,25
"SISTECH COLLEGE OF SANTIAGO CITY, INC.",HEIs,Region II - Cagayan Valley,Isabela,City of Santiago,"Cor. Alvarez and Gov. Gaffud St., Villasis, Santiago City, Isabela",MS. IRENE B. MENDOZA,305-0849,sistech.santiago1947@gmail.com,Computer Systems Servicing NC II,1,28,0
"SKILL EMPOWERMENT LEARNING CENTER, INC.",TVIs,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Sulu,Indanan,"Nunuk street Manpower, Kajatian, Indanan, Sulu",FATIMA MOUAWIFA A. ALLAMA,09774069428,skillempowermentlearningcenter@gmail.com,Carpentry NC II,1,40,15
"SKILL EMPOWERMENT LEARNING CENTER, INC.",TVIs,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Sulu,Indanan,"Nunuk street Manpower, Kajatian, Indanan, Sulu",FATIMA MOUAWIFA A. ALLAMA,09774069428,skillempowermentlearningcenter@gmail.com,Electrical Installation and Maintenance NC II,1,50,25
SKILL ENHANCEMENT ACADEMY AND TRAINING CENTER INC.,TVIs,Region III - Central Luzon,Bataan,Pilar,"ROMAN HIGHWAY ALA-ULI, PILAR BATAAN",SARAH JESSICA M. BERNADOS,09104691143,skillenhancement2022@gmail.com,Shielded Metal Arc Welding (SMAW) NC I,2,44,0
SKILL ENHANCEMENT ACADEMY AND TRAINING CENTER INC.,TVIs,Region III - Central Luzon,Bataan,Pilar,"ROMAN HIGHWAY ALA-ULI, PILAR BATAAN",SARAH JESSICA M. BERNADOS,09104691143,skillenhancement2022@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,24,60
SKILL POWER INSTITUTE INC.,TVIs,Region III - Central Luzon,Nueva Ecija,Cabanatuan City,"L-Z Bldg., Central Terminal Area, D-S Garcia Dist., Cabanatuan City, Nueva Ecija",MELINDA S.TOMAZAR,(044) 940-2041,spicab_processing1997@yahoo.com,Caregiving NC II,1,27,89
SKILL POWER INSTITUTE INC.,TVIs,Region III - Central Luzon,Nueva Ecija,Cabanatuan City,"L-Z Bldg., Central Terminal Area, D-S Garcia Dist., Cabanatuan City, Nueva Ecija",MELINDA S.TOMAZAR,(044) 940-2041,spicab_processing1997@yahoo.com,Food and Beverage Services NC II,1,20,0
"SKILL POWER INSTITUTE, INC. ANGELES CITY",TVIs,Region III - Central Luzon,Pampanga,Angeles City,"655 San Martin  St., San  Angelo  Subd.,  Sto.  Domingo,  Angeles  City, Pampanga",MARIE JEAN G. GONZALES,045-888-6712 / 045-625-9370,spiac_reg@yahoo.com,Caregiving NC II,1,23,1
SKILLED INSTITUTE OF TECHNOLOGY AND COMMUNICATIONS INC.,TVIs,Region IVA - CALABARZON,Quezon,Pagbilao,"Brgy. Binahaan, Pagbilao, Quezon",MICHAEL C. CASTRO,0947-5891622,macolhstro@gmail.com,Slaughtering Operations (Swine) NC II,1,31,0
Skillful Training  and Assessment Center Inc.,TVIs,Region IVA - CALABARZON,Batangas,Lemery,"Brgy. Palanas, Lemery, Batangas",JAMES EDWARD G. BENAMER,09459735123,skillfultc2019@yahoo.com,Shielded Metal Arc Welding (SMAW) NC I,0,0,50
Skillful Training  and Assessment Center Inc.,TVIs,Region IVA - CALABARZON,Batangas,Lemery,"Brgy. Palanas, Lemery, Batangas",JAMES EDWARD G. BENAMER,09459735123,skillfultc2019@yahoo.com,Shielded Metal Arc Welding (SMAW) NC II,0,0,25
SKILLIFY TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region II - Cagayan Valley,Nueva Vizcaya,Bayombong,"Maharlika Highway, Sta. Rosa, Bayombong, Nueva Vizcaya",JOAN O. SABID,0930-291-8181,skillifytaci@gmail.com,Computer Systems Servicing NC II,0,0,15
SKILL-POWER INSTITUTE,TVIs,Region IVA - CALABARZON,Rizal,City of Antipolo,"SPI Bldg., M. L. Quezon Avenue, Antipolo",LEOLANDA N. BINANITAN,5706696 / 6971702,spi.registrar.antipolo@gmail.com,Caregiving NC II,1,27,25
SKILLS BUILDER TECHNOLOGICAL ACADEMY INC.,TVIs,Region V - Bicol,Albay,Tiwi,"P8 Tigbi, Tiwi, Albay",SEAN ANDREA B. BUENCONSEJO,09082068888,skillsbuilder7@gmail.com,Electrical Installation and Maintenance NC II,1,20,0
"SKILLS FOR ENTREPRENEURSHIP, EMPLOYMENT AND DEVELOPMENT CENTER CORP.",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"Unit 339 Landcom Ville II, Mindanao Avenue, Tandang Sora, Quezon City",Merlyn L. Pinili,506-6861,seed_tcc@yahoo.com,Housekeeping NC II,1,26,0
SKILLS SOLUTION TRAINING AND ASSESSMENT CENTER INC.,TVIs,Region I - Ilocos,Pangasinan,Binmaley,"Naguilayan, Binmaley, Pangasinan",MA. PAMELA DENISE S. IGLESIAS,0945-234-9027,sstacibinmaley@gmail.com,Computer Systems Servicing NC II,0,0,40
"SKILLS SOLUTION TRAINING AND ASSESSMENT CENTER, INC.",TVIs,Region I - Ilocos,Pangasinan,Dagupan City,"Purok 6, Lucao, Dagupan City, Pangasinan",MA. PAMELA DENISE S. IGLESIAS,09260540817,skillstrainingdagupan@gmail.com,Scaffolding Works (Supported Type Scaffold) NC II,1,27,2
"SKILLS SOLUTION TRAINING AND ASSESSMENT CENTER, INC.",TVIs,Region I - Ilocos,Pangasinan,Dagupan City,"Purok 6, Lucao, Dagupan City, Pangasinan",MA. PAMELA DENISE S. IGLESIAS,09260540817,skillstrainingdagupan@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,0,0,37
SKILLSTECH BATANGAS TRAINING AND ASSESSMENT CENTER CORP.,TVIs,Region IVA - CALABARZON,Batangas,Calaca,"National Highway, Sitio Laguerta, Barangay 1 (Pob.), Calaca, Batangas","ERNEST JOHN M. ANDIZ, LPT",0977-845-8551,skillstechbatangas2022@gmail.com,Automotive Servicing NC I,0,0,26
SKILLSTECH BATANGAS TRAINING AND ASSESSMENT CENTER CORP.,TVIs,Region IVA - CALABARZON,Batangas,Calaca,"National Highway, Sitio Laguerta, Barangay 1 (Pob.), Calaca, Batangas","ERNEST JOHN M. ANDIZ, LPT",0977-845-8551,skillstechbatangas2022@gmail.com,Driving NC II,0,0,23
"SKYLINE INSTITUTE OF TECHNOLOGY, INC.",TVIs,Region XII - SOCCSKSARGEN,South Cotabato,Surallah,"Rizal St. Zone 5, Libertad, Surallah, South Cotabato",HEZEL JOY C. PREMALION,09307790654,skylineinstituteoftechnology30@gmail.com,Electrical Installation and Maintenance NC II,1,19,19
"SLDM COLLEGES OF QUEZON CITY, INC.  ",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"B1 L1 Salvador Ave. cor., Quirino Highway, Jordan Plains Subd., Quezon City ",MELODY B. DIGAO,292-6536,sldmcollegesofqc2014@gmail.com,Bread and Pastry Production NC II,0,0,79
"SLDM COLLEGES OF QUEZON CITY, INC.  ",TVIs,National Capital Region (NCR),Quezon City,Quezon City,"B1 L1 Salvador Ave. cor., Quirino Highway, Jordan Plains Subd., Quezon City ",MELODY B. DIGAO,292-6536,sldmcollegesofqc2014@gmail.com,Computer Systems Servicing NC II,1,50,40
