,,,,,,,,,,,,
Assessment Center,Class Name,Region,Province,City Name,Address,Center Manager,Phone,e mail,Qualification,Numberof Accredited Assessor,Assessed,Certified
"AYUMAN AGGANI TRAINING ASSESSMENT CENTER, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 3, Bulanao Norte, Tabuk City, Kalinga",Camilo T. Lammawin Jr.,0915-552-5555,junboykalinga@yahoo.com,Agricultural Crops Production NC II,1,28,28
"AYUMAN AGGANI TRAINING ASSESSMENT CENTER, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 3, Bulanao Norte, Tabuk City, Kalinga",Camilo T. Lammawin Jr.,0915-552-5555,junboykalinga@yahoo.com,Agricultural Crops Production NC II,1,20,20
"AYUMAN AGGANI TRAINING ASSESSMENT CENTER, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 3, Bulanao Norte, Tabuk City, Kalinga",Camilo T. Lammawin Jr.,0915-552-5555,junboykalinga@yahoo.com,Agricultural Crops Production NC II,1,20,20
"AYUMAN AGGANI TRAINING ASSESSMENT CENTER, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 3, Bulanao Norte, Tabuk City, Kalinga",Camilo T. Lammawin Jr.,0915-552-5555,junboykalinga@yahoo.com,Agricultural Crops Production NC II,1,10,10
"AYUMAN AGGANI TRAINING ASSESSMENT CENTER, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 3, Bulanao Norte, Tabuk City, Kalinga",Camilo T. Lammawin Jr.,0915-552-5555,junboykalinga@yahoo.com,Agricultural Crops Production NC II,1,20,18
"AYUMAN AGGANI TRAINING ASSESSMENT CENTER, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 3, Bulanao Norte, Tabuk City, Kalinga",Camilo T. Lammawin Jr.,0915-552-5555,junboykalinga@yahoo.com,Agricultural Crops Production NC II,1,10,10
"AYUMAN AGGANI TRAINING ASSESSMENT CENTER, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 3, Bulanao Norte, Tabuk City, Kalinga",Camilo T. Lammawin Jr.,0915-552-5555,junboykalinga@yahoo.com,Animal Production (Poultry-Chicken) NC II,1,13,13
BULO TRAINING AND ASSESSMENT CENTER INC,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Bulo, Tabuk City, Kalinga",Conchita L. Gabriel,09455371964,conchitagab89@gmail.com,Agricultural Crops Production NC II,1,20,20
BULO TRAINING AND ASSESSMENT CENTER INC,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Bulo, Tabuk City, Kalinga",Conchita L. Gabriel,09455371964,conchitagab89@gmail.com,Agricultural Crops Production NC II,1,8,8
BULO TRAINING AND ASSESSMENT CENTER INC,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Bulo, Tabuk City, Kalinga",Conchita L. Gabriel,09455371964,conchitagab89@gmail.com,Agricultural Crops Production NC II,1,21,21
BULO TRAINING AND ASSESSMENT CENTER INC,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Bulo, Tabuk City, Kalinga",Conchita L. Gabriel,09455371964,conchitagab89@gmail.com,Agricultural Crops Production NC II,1,10,10
BULO TRAINING AND ASSESSMENT CENTER INC,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Bulo, Tabuk City, Kalinga",Conchita L. Gabriel,09455371964,conchitagab89@gmail.com,Agricultural Crops Production NC II,1,38,38
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Bread and Pastry Production NC II,1,18,26
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Bread and Pastry Production NC II,1,59,59
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Bread and Pastry Production NC II,1,28,28
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Computer Systems Servicing NC II,1,20,20
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Computer Systems Servicing NC II,1,114,116
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Computer Systems Servicing NC II,1,182,182
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Electrical Installation and Maintenance NC II,1,34,34
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Electrical Installation and Maintenance NC II,1,47,47
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Electrical Installation and Maintenance NC II,1,35,35
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Electrical Installation and Maintenance NC II,1,43,43
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Electronic Products Assembly and Servicing NC II,1,7,7
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Events Management Services NC III,1,34,30
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Events Management Services NC III,1,33,24
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Food and Beverage Services NC II,1,35,16
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Food and Beverage Services NC II,1,9,9
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Food and Beverage Services NC II,1,38,31
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Food and Beverage Services NC II,1,28,27
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Housekeeping NC II,1,15,15
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Housekeeping NC II,1,24,24
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Housekeeping NC II,1,24,21
"BUSINESS & ENGINEERING SCHOOL OF TECHNOLOGY, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Dagupan, Tabuk City, Kalinga",Jennifer P. Galban,09776691930,bestassessmentcenter@yahoo.com,Tourism Promotion Services NC II,1,15,15
"CHERWAI SCHOOL OF SKILLS, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Lua Bldg. Poblacion West, Tabuk City",Jane O. Claver,09077550348,cherwai.school@gmail.com,Beauty Care Services (Nail Care) NC II,1,9,9
"CHERWAI SCHOOL OF SKILLS, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Lua Bldg. Poblacion West, Tabuk City",Jane O. Claver,09077550348,cherwai.school@gmail.com,Beauty Care Services (Nail Care) NC II,1,23,23
"CHERWAI SCHOOL OF SKILLS, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Lua Bldg. Poblacion West, Tabuk City",Jane O. Claver,09077550348,cherwai.school@gmail.com,Caregiving NC II,1,19,19
"CHERWAI SCHOOL OF SKILLS, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Lua Bldg. Poblacion West, Tabuk City",Jane O. Claver,09077550348,cherwai.school@gmail.com,Carpentry NC II,1,20,20
"CHERWAI SCHOOL OF SKILLS, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Lua Bldg. Poblacion West, Tabuk City",Jane O. Claver,09077550348,cherwai.school@gmail.com,Carpentry NC II,1,9,9
"CHERWAI SCHOOL OF SKILLS, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Lua Bldg. Poblacion West, Tabuk City",Jane O. Claver,09077550348,cherwai.school@gmail.com,Carpentry NC II,1,15,15
"CHERWAI SCHOOL OF SKILLS, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Lua Bldg. Poblacion West, Tabuk City",Jane O. Claver,09077550348,cherwai.school@gmail.com,Driving (Passenger Bus/Straight Truck) NC III,1,4,4
"CHERWAI SCHOOL OF SKILLS, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Lua Bldg. Poblacion West, Tabuk City",Jane O. Claver,09077550348,cherwai.school@gmail.com,Driving (Passenger Bus/Straight Truck) NC III,1,9,9
"CHERWAI SCHOOL OF SKILLS, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Lua Bldg. Poblacion West, Tabuk City",Jane O. Claver,09077550348,cherwai.school@gmail.com,Driving NC II,1,16,16
"CHERWAI SCHOOL OF SKILLS, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Lua Bldg. Poblacion West, Tabuk City",Jane O. Claver,09077550348,cherwai.school@gmail.com,Heavy Equipment Operation (Backhoe Loader) NC II,1,4,4
"CHERWAI SCHOOL OF SKILLS, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Lua Bldg. Poblacion West, Tabuk City",Jane O. Claver,09077550348,cherwai.school@gmail.com,Masonry NC II,1,34,34
"KALINGA POLYTECHNIC COLLEGE, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,Rizal (Liwan),"Liwan West, Rizal, Kalinga",Anita O. Alingod,0945-246-4769,kalingapolytechnicschool@yahoo.com,Electrical Installation and Maintenance NC II,1,91,91
"KALINGA POLYTECHNIC COLLEGE, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,Rizal (Liwan),"Liwan West, Rizal, Kalinga",Anita O. Alingod,0945-246-4769,kalingapolytechnicschool@yahoo.com,Masonry NC II,1,10,10
"KALINGA POLYTECHNIC COLLEGE, INC.",TVI,Cordillera Administrative Region (CAR),Kalinga,Rizal (Liwan),"Liwan West, Rizal, Kalinga",Anita O. Alingod,0945-246-4769,kalingapolytechnicschool@yahoo.com,Tile Setting NC II,1,21,21
NORTHERN LUZON TRAINING AND ASSESSMENT CENTER INC.,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"St. Thomas Parish Church Building Umangil St. Dagupan West, Tabuk City, Kalinga",Beatriz B. Oñate,09175368904,bea.onate@yahoo.com,Agroentrepreneurship NC II,1,4,4
NORTHERN LUZON TRAINING AND ASSESSMENT CENTER INC.,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"St. Thomas Parish Church Building Umangil St. Dagupan West, Tabuk City, Kalinga",Beatriz B. Oñate,09175368904,bea.onate@yahoo.com,Agroentrepreneurship NC II,1,12,12
NORTHERN LUZON TRAINING AND ASSESSMENT CENTER INC.,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"St. Thomas Parish Church Building Umangil St. Dagupan West, Tabuk City, Kalinga",Beatriz B. Oñate,09175368904,bea.onate@yahoo.com,Agroentrepreneurship NC II,1,9,9
NORTHERN LUZON TRAINING AND ASSESSMENT CENTER INC.,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"St. Thomas Parish Church Building Umangil St. Dagupan West, Tabuk City, Kalinga",Beatriz B. Oñate,09175368904,bea.onate@yahoo.com,Agroentrepreneurship NC II,1,32,32
NORTHERN LUZON TRAINING AND ASSESSMENT CENTER INC.,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"St. Thomas Parish Church Building Umangil St. Dagupan West, Tabuk City, Kalinga",Beatriz B. Oñate,09175368904,bea.onate@yahoo.com,Agroentrepreneurship NC II,1,6,6
NORTHERN LUZON TRAINING AND ASSESSMENT CENTER INC.,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"St. Thomas Parish Church Building Umangil St. Dagupan West, Tabuk City, Kalinga",Beatriz B. Oñate,09175368904,bea.onate@yahoo.com,Agroentrepreneurship NC IV,1,29,29
NORTHERN LUZON TRAINING AND ASSESSMENT CENTER INC.,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"St. Thomas Parish Church Building Umangil St. Dagupan West, Tabuk City, Kalinga",Beatriz B. Oñate,09175368904,bea.onate@yahoo.com,Agroentrepreneurship NC IV,1,9,9
NORTHERN LUZON TRAINING AND ASSESSMENT CENTER INC.,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"St. Thomas Parish Church Building Umangil St. Dagupan West, Tabuk City, Kalinga",Beatriz B. Oñate,09175368904,bea.onate@yahoo.com,Bookkeeping NC III,1,3,1
NORTHERN LUZON TRAINING AND ASSESSMENT CENTER INC.,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"St. Thomas Parish Church Building Umangil St. Dagupan West, Tabuk City, Kalinga",Beatriz B. Oñate,09175368904,bea.onate@yahoo.com,Bookkeeping NC III,1,28,18
NORTHERN LUZON TRAINING AND ASSESSMENT CENTER INC.,TVI,Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"St. Thomas Parish Church Building Umangil St. Dagupan West, Tabuk City, Kalinga",Beatriz B. Oñate,09175368904,bea.onate@yahoo.com,Bookkeeping NC III,1,13,4
PINUKPUK VOCATIONAL SCHOOL,Local Universities and Colleges (LUC),Cordillera Administrative Region (CAR),Kalinga,Pinukpuk,"Taga, Pinukpuk, Kalinga",Fernando S. Galdoc,09776537309,pvs@deped.gov.ph,Bread and Pastry Production NC II,1,10,10
PINUKPUK VOCATIONAL SCHOOL,Local Universities and Colleges (LUC),Cordillera Administrative Region (CAR),Kalinga,Pinukpuk,"Taga, Pinukpuk, Kalinga",Fernando S. Galdoc,09776537309,pvs@deped.gov.ph,Dressmaking NC II,1,12,12
PROVINCIAL TRAINING CENTER - KALINGA,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Pk 6, Bulanao, Tabuk City, Kalinga",Artemio L. Jose Jr.,09175422448,ptckalinga@tesda.gov.ph,Driving NC II,1,20,18
PROVINCIAL TRAINING CENTER - KALINGA,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Pk 6, Bulanao, Tabuk City, Kalinga",Artemio L. Jose Jr.,09175422448,ptckalinga@tesda.gov.ph,Driving NC II,1,67,67
PROVINCIAL TRAINING CENTER - KALINGA,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Pk 6, Bulanao, Tabuk City, Kalinga",Artemio L. Jose Jr.,09175422448,ptckalinga@tesda.gov.ph,Driving NC II,1,14,14
PROVINCIAL TRAINING CENTER - KALINGA,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Pk 6, Bulanao, Tabuk City, Kalinga",Artemio L. Jose Jr.,09175422448,ptckalinga@tesda.gov.ph,Driving NC II,1,26,23
PROVINCIAL TRAINING CENTER - KALINGA,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Pk 6, Bulanao, Tabuk City, Kalinga",Artemio L. Jose Jr.,09175422448,ptckalinga@tesda.gov.ph,Driving NC II,1,18,18
PROVINCIAL TRAINING CENTER - KALINGA,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Pk 6, Bulanao, Tabuk City, Kalinga",Artemio L. Jose Jr.,09175422448,ptckalinga@tesda.gov.ph,Shielded Metal Arc Welding (SMAW) NC II,1,11,11
PROVINCIAL TRAINING CENTER - KALINGA,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Pk 6, Bulanao, Tabuk City, Kalinga",Artemio L. Jose Jr.,09175422448,ptckalinga@tesda.gov.ph,Shielded Metal Arc Welding (SMAW) NC II,1,50,50
"ST. TONIS COLLEGE, INC.",Higer Education Institution (HEI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 4, Bulanao Centro, Tabuk City, Kalinga",Bishop Elorde M. Sambat,0746275930,sainttoniscollege@yahoo.com,Computer Systems Servicing NC II,1,8,8
"ST. TONIS COLLEGE, INC.",Higer Education Institution (HEI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 4, Bulanao Centro, Tabuk City, Kalinga",Bishop Elorde M. Sambat,0746275930,sainttoniscollege@yahoo.com,Computer Systems Servicing NC II,1,31,31
"ST. TONIS COLLEGE, INC.",Higer Education Institution (HEI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 4, Bulanao Centro, Tabuk City, Kalinga",Bishop Elorde M. Sambat,0746275930,sainttoniscollege@yahoo.com,Computer Systems Servicing NC II,1,79,72
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Automotive Servicing NC I,1,19,18
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Bread and Pastry Production NC II,1,10,10
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Bread and Pastry Production NC II,1,13,16
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Bread and Pastry Production NC II,1,18,18
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Bread and Pastry Production NC II,1,20,20
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Carpentry NC II,1,36,36
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Carpentry NC II,1,16,16
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Electrical Installation and Maintenance NC II,1,15,3
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Electrical Installation and Maintenance NC II,1,17,17
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Electrical Installation and Maintenance NC II,1,19,18
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Electrical Installation and Maintenance NC II,1,28,28
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Masonry NC I,1,21,21
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Masonry NC II,1,92,89
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Organic Agriculture Production NC II,1,70,82
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Organic Agriculture Production NC II,1,48,48
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Organic Agriculture Production NC II,1,69,65
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Tile Setting NC II,1,24,24
"TESDA- CORDILLERA STATE INSTITUTE OF TECHNICAL EDUCATION, KALINGA CAMPUS",TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Kalinga,City of Tabuk,"Purok 6, Bulanao, Tabuk City, Kalinga",Sherwin C. Bali,09171099838,llawangag@tesda.gov.ph,Tile Setting NC II,1,53,53
"CALIBER VOCATIONAL TRAINING INSTITUTE AND ASSESSMENT CENTER, INC.",Non-Government Organization (NGO),Cordillera Administrative Region (CAR),Mountain Province,Sagada,"Batalao, Antadao, Sagada, Mountain Province",Clare A. Lalwet,09060943375,calibervtiac@gmail.com,Driving NC II,1,20,19
"NORTHLAND TECHNICAL INSTITUTE, INC.",TVI,Cordillera Administrative Region (CAR),Mountain Province,Bontoc,"Poblacion, Bontoc, Mt. Province",Winifred G. Cue,09466819326,northlandAC19@gmail.com,Bookkeeping NC III,1,5,2
"NORTHLAND TECHNICAL INSTITUTE, INC.",TVI,Cordillera Administrative Region (CAR),Mountain Province,Bontoc,"Poblacion, Bontoc, Mt. Province",Winifred G. Cue,09466819326,northlandAC19@gmail.com,Bookkeeping NC III,1,24,21
"NORTHLAND TECHNICAL INSTITUTE, INC.",TVI,Cordillera Administrative Region (CAR),Mountain Province,Bontoc,"Poblacion, Bontoc, Mt. Province",Winifred G. Cue,09466819326,northlandAC19@gmail.com,Driving NC II,1,15,15
"NORTHLAND TECHNICAL INSTITUTE, INC.",TVI,Cordillera Administrative Region (CAR),Mountain Province,Bontoc,"Poblacion, Bontoc, Mt. Province",Winifred G. Cue,09466819326,northlandAC19@gmail.com,Driving NC II,1,23,23
"NORTHLAND TECHNICAL INSTITUTE, INC.",TVI,Cordillera Administrative Region (CAR),Mountain Province,Bontoc,"Poblacion, Bontoc, Mt. Province",Winifred G. Cue,09466819326,northlandAC19@gmail.com,Shielded Metal Arc Welding (SMAW) NC II,1,22,13
PROVINCIAL TRAINING CENTER - MT. PROVINCE,TESDA Technology Institution (TTI),Cordillera Administrative Region (CAR),Mountain Province,Sabangan,"Sabangan, Mt. Province",Benedicto A. Biato,09093482062,ptcmtprovince@tesda.gov.ph,Organic Agriculture Production NC II,1,20,20
