Profile,,,,,,,,,,1,District 1,,,,,,,,,,2,District 2,,,,,,,,,,3,District 3,,,,,,,,,,4,Select a District from the Dropdown Option,,,,,,,,,,5,Select a District from the Dropdown Option,,,,,,,,,,6,Select a District from the Dropdown Option,,,,,,,,,,7,Select a District from the Dropdown Option,,,,,,,,,,8,Select a District from the Dropdown Option,,,,,,,,,,9,Select a District from the Dropdown Option,,,,,,,,,,10,Select a District from the Dropdown Option,,,,,,,,,,11,Select a District from the Dropdown Option,,,,,,,,,
Region,REGION_VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Province,BOHOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of  Districts,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,"Subsector/
Value Chain",Job Requirement,Tasks,Program,"Type of Program
(TR, CS, New and Emerging, Diploma Programs)","Provincial Rank
(Averaged Across Districts)",HIGH,MEDIUM,LOW,,District 1,"Jobs Immediately Needed
(for the following years)",,"Assess the Requirements of Needed
Workers in Filling-up the Jobs Requirements",,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,District 2,"Jobs/Skills Immediately Needed
(for the following years)",,"Assess the Requirements of Needed
Workers in Fillin-up the Skills Requirements",,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,District 3,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier,,,Jobs/Skills Immediately Needed,,Assess the Requirements of Needed Workers in Fillin-up the Skills Requirements,,,Final Score,"Priority Ranking
(High, Medium, Low)",Averaged,Identifier
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,FARM MANAGEMENT & TECHNOLOGICAL AWARENESS,TRAIN IN FARM MACHINERY,AGRICULTURAL MACHINERY OPERATION NC II,With TR,MEDIUM,0.00%,100.00%,0.00%,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 1|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM MANAGEMENT & TECHNOLOGICAL AWARENESS||AGRICULTURAL MACHINERY OPERATION NC II||With TR|MEDIUM,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 2|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM MANAGEMENT & TECHNOLOGICAL AWARENESS||AGRICULTURAL MACHINERY OPERATION NC II||With TR|MEDIUM,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 3|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM MANAGEMENT & TECHNOLOGICAL AWARENESS||AGRICULTURAL MACHINERY OPERATION NC II||With TR|MEDIUM,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,FARM MECHANICS & OPERATORS,REPAIR FARM EQUIPMENT,NONE,New and Emerging,HIGH,100.00%,0.00%,0.00%,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 2|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM MECHANICS & OPERATORS||NONE||New and Emerging|HIGH,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,REGION_VII|BOHOL|District 3|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FARM MECHANICS & OPERATORS||NONE||New and Emerging|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,FISHERIES,FRESHWATER FISH GROWER,COLLECT AND INCUBATE EGG IN HATCHERY,AQUACULTURE (HATCHERY OPERATION) NC II,With TR,LOW,0.00%,0.00%,100.00%,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2.5,LOW,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2.5,LOW,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2.5,LOW,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,"FRUITS, COCONUT TREES, UBI & CACAO  PRODUCTION & PROCESSING",UBI PRODUCTION AND PROCESSING,NONE,New and Emerging,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 1|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FRUITS, COCONUT TREES, UBI & CACAO  PRODUCTION & PROCESSING||NONE||New and Emerging|HIGH",,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 2|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FRUITS, COCONUT TREES, UBI & CACAO  PRODUCTION & PROCESSING||NONE||New and Emerging|HIGH",,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 3|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|FRUITS, COCONUT TREES, UBI & CACAO  PRODUCTION & PROCESSING||NONE||New and Emerging|HIGH",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,"HEAVY EQUIPMENT OPERATOR (BACKHOE, GRADER)",OPERATE BACKHOE AND GRADER FOR DIGGING WATER RESERVOIR,HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II,With TR,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,"REGION_VII|BOHOL|District 1|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HEAVY EQUIPMENT OPERATOR (BACKHOE, GRADER)||HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II||With TR|HIGH",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,"REGION_VII|BOHOL|District 2|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HEAVY EQUIPMENT OPERATOR (BACKHOE, GRADER)||HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II||With TR|HIGH",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,"REGION_VII|BOHOL|District 3|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HEAVY EQUIPMENT OPERATOR (BACKHOE, GRADER)||HEAVY EQUIPMENT OPERATION (BACKHOE LOADER) NC II||With TR|HIGH",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,HIGH /ORGANIC QUALITY SEEDS GROWER,PRODUCE ORGANIC VEGETABLE SEEDS,NONE,New and Emerging,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 1|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HIGH /ORGANIC QUALITY SEEDS GROWER||NONE||New and Emerging|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 2|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HIGH /ORGANIC QUALITY SEEDS GROWER||NONE||New and Emerging|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 3|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HIGH /ORGANIC QUALITY SEEDS GROWER||NONE||New and Emerging|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,HIGH QUALITY INBREED RICE GROWER,RICE PRODUCTION SEED CERTIFICATION AND FARM MECHANIZATION,NONE,New and Emerging,MEDIUM,0.00%,100.00%,0.00%,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 1|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|HIGH QUALITY INBREED RICE GROWER||NONE||New and Emerging|MEDIUM,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,MEDIUM,FALSE,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,MEDIUM,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,INTERCROPPING TECHNICIAN,IDENTIFY COMPATIBLE CROPS WITH COCONUT,NONE,New and Emerging,MEDIUM,0.00%,100.00%,0.00%,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,2,MEDIUM,FALSE,REGION_VII|BOHOL|District 1|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|INTERCROPPING TECHNICIAN||NONE||New and Emerging|MEDIUM,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,MEDIUM,FALSE,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,MEDIUM,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,"INTERGRATED COCONUT AND CASH CROPS PRODUCTION AND PROCESSING (BY PRODUCTS LIKE SHELL,DUST, COIR)",PRODUCE COCONUT and PROCESS COCONUT PRDUCTS AND BY PRODUCTS,COCONUT PRODUCTION LEVEL II,With CS,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 1|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|INTERGRATED COCONUT AND CASH CROPS PRODUCTION AND PROCESSING (BY PRODUCTS LIKE SHELL,DUST, COIR)||COCONUT PRODUCTION LEVEL II||With CS|HIGH",,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 2|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|INTERGRATED COCONUT AND CASH CROPS PRODUCTION AND PROCESSING (BY PRODUCTS LIKE SHELL,DUST, COIR)||COCONUT PRODUCTION LEVEL II||With CS|HIGH",,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 3|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|INTERGRATED COCONUT AND CASH CROPS PRODUCTION AND PROCESSING (BY PRODUCTS LIKE SHELL,DUST, COIR)||COCONUT PRODUCTION LEVEL II||With CS|HIGH",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,HORTICULTURE,"LANDSCAPE PLANTS (ORNAMENTAL AND CUT FLOWER) CULTURE, CARE AND MAINTENANCE","PROPAGATE, PLANT CARE, MAINTAIN, LANDSCAPE AND MANAGE ORNAMENTAL PLANTS",LANDSCAPE INSTALLATION AND MAINTENANCE (SOFTSCAPE) NC II,With TR,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 1|AGRICULTURE FORESTRY AND FISHERY|HORTICULTURE|LANDSCAPE PLANTS (ORNAMENTAL AND CUT FLOWER) CULTURE, CARE AND MAINTENANCE||LANDSCAPE INSTALLATION AND MAINTENANCE (SOFTSCAPE) NC II||With TR|HIGH",,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 2|AGRICULTURE FORESTRY AND FISHERY|HORTICULTURE|LANDSCAPE PLANTS (ORNAMENTAL AND CUT FLOWER) CULTURE, CARE AND MAINTENANCE||LANDSCAPE INSTALLATION AND MAINTENANCE (SOFTSCAPE) NC II||With TR|HIGH",,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,"REGION_VII|BOHOL|District 3|AGRICULTURE FORESTRY AND FISHERY|HORTICULTURE|LANDSCAPE PLANTS (ORNAMENTAL AND CUT FLOWER) CULTURE, CARE AND MAINTENANCE||LANDSCAPE INSTALLATION AND MAINTENANCE (SOFTSCAPE) NC II||With TR|HIGH",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,MAKE ORGANIC FERTILIZER & CONCOCTION,"PRODUCE ORGANIC FERTILIZER, SEEDS, RICE",ORGANIC AGRICULTURE PRODUCTION NC II,With TR,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 1|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|MAKE ORGANIC FERTILIZER & CONCOCTION||ORGANIC AGRICULTURE PRODUCTION NC II||With TR|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 2|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|MAKE ORGANIC FERTILIZER & CONCOCTION||ORGANIC AGRICULTURE PRODUCTION NC II||With TR|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 3|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|MAKE ORGANIC FERTILIZER & CONCOCTION||ORGANIC AGRICULTURE PRODUCTION NC II||With TR|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,"MEDICINAL TEA PRODUCTION AND PROCESSING (TURMERIC,SALABAT,MORINGA,ETC.)",PRODUCE AND PROCESS MEDICINAL PLANTS,NONE,New and Emerging,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,"REGION_VII|BOHOL|District 1|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|MEDICINAL TEA PRODUCTION AND PROCESSING (TURMERIC,SALABAT,MORINGA,ETC.)||NONE||New and Emerging|HIGH",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,"REGION_VII|BOHOL|District 2|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|MEDICINAL TEA PRODUCTION AND PROCESSING (TURMERIC,SALABAT,MORINGA,ETC.)||NONE||New and Emerging|HIGH",,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,"REGION_VII|BOHOL|District 3|AGRICULTURE FORESTRY AND FISHERY|CROP PRODUCTION|MEDICINAL TEA PRODUCTION AND PROCESSING (TURMERIC,SALABAT,MORINGA,ETC.)||NONE||New and Emerging|HIGH",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,AGRICULTURE,REPAIR OF FARM MECHANICAL EQUIPMENT ,REPAIR FARM EQUIPMENT,NONE,New and Emerging,HIGH,100.00%,0.00%,0.00%,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 1|AGRICULTURE FORESTRY AND FISHERY|AGRICULTURE|REPAIR OF FARM MECHANICAL EQUIPMENT ||NONE||New and Emerging|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 2|AGRICULTURE FORESTRY AND FISHERY|AGRICULTURE|REPAIR OF FARM MECHANICAL EQUIPMENT ||NONE||New and Emerging|HIGH,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,HIGH,FALSE,REGION_VII|BOHOL|District 3|AGRICULTURE FORESTRY AND FISHERY|AGRICULTURE|REPAIR OF FARM MECHANICAL EQUIPMENT ||NONE||New and Emerging|HIGH,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,RICE MACHINES OPERATORS,OPERATE RICE MACHINERIES,RICE MACHINERY OPERATIONS NC II,With TR,HIGH,100.00%,0.00%,0.00%,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
AGRICULTURE FORESTRY AND FISHERY,CROP PRODUCTION,RICE PRODUCTION USING BALANCE FERTILIZATION/ORGANIC FARMING,"PRODUCE ORGANIC FERTILIZER, SEEDS, RICE",NONE,New and Emerging,HIGH,100.00%,0.00%,0.00%,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1.5,HIGH,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,
